Sigma Ratio Sc_solvent Sc_all Rho Emol nbonds A11 A12 A13 A14 A15 A22 A23 A24 A25 A33 A34 A35 A44 A45 A55 B Gamma rD kB Fsrp Rsrp Press1 Press2 Comp1 Comp2 Comp3 Comp4 Comp5
12.5019 0.250158 4.09613e+06 3.72879e+06 7.65 0 0 -74.65 -362.05 -362.05 -47.03 -264.26 -76.26 -253.18 -186.07 -32.79 -19.37 -12.78 -58.5 -41.11 -92.5 -109.68 69.22 15.4 1.45 0.0 0.0 0.0 267.366 -1.117 0.87 0.008 0.045 0.029 0.048 
1.03696 0.370565 962.586 910.881 6.53 4564.9847 164 -28.41 -15.06 -72.16 -40.63 -78.7 -69.56 -175.99 -89.04 -129.38 -80.68 -158.13 -48.41 -97.14 -477.93 -118.75 44.29 14.67 1.33 40.9 55.2 1.81 194.502 -0.227 0.935 0.003 0.027 0.016 0.019 
3.98454 0.214507 1317.95 1266.95 6.2 0 0 -33.05 -63.79 -11.57 0.0 0.0 -71.09 -227.49 0.0 0.0 -102.75 0.0 0.0 0.0 0.0 0.0 41.62 13.19 1.65 0.0 0.0 0.0 109.486 -0.554 0.919 0.046 0.035 0.0 0.0 
0.665998 0.912382 1971.81 1956.98 5.78 0 0 -27.52 -66.32 -57.24 0.0 0.0 -93.95 -297.82 0.0 0.0 -59.63 0.0 0.0 0.0 0.0 0.0 74.75 14.46 1.1 0.0 0.0 0.0 219.493 0.025 0.952 0.044 0.004 0.0 0.0 
112.427 0.0334721 5.23207e+10 8.31328e+10 7.52 0 0 -115.21 -42.63 -39.17 -267.29 0.0 -63.29 -77.21 -37.34 0.0 -27.6 -73.42 0.0 -88.69 0.0 0.0 60.57 14.32 1.1 0.0 0.0 0.0 69.055 -2.854 0.911 0.033 0.021 0.035 0.0 
12.5544 0.206032 2036.22 2029.72 7.04 1568.4137 150 -63.32 -103.84 0.0 0.0 0.0 -74.41 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 50.84 15.76 1.38 13.5 86.1 1.55 200.808 -0.701 0.985 0.015 0.0 0.0 0.0 
4.1519 0.386724 369.617 369.617 5.51 0 0 -26.56 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 20.02 13.55 1.65 0.0 0.0 0.0 3.615 -0.533 1.0 0.0 0.0 0.0 0.0 
2.24935 0.316896 8722.51 8716.93 6.51 0 0 -41.64 -73.29 0.0 0.0 0.0 -23.68 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 70.43 13.69 1.69 0.0 0.0 0.0 343.907 -0.625 0.968 0.032 0.0 0.0 0.0 
0.341713 0.334886 40.2249 38.7408 5.18 739.29389 38 -10.96 -38.36 -32.0 -46.14 0.0 -42.45 -195.69 -126.5 0.0 -79.74 -283.87 0.0 -67.05 0.0 0.0 33.7 14.28 1.14 28.2 38.7 1.8 59.515 1.487 0.958 0.005 0.025 0.012 0.0 
10.9085 -0.400881 4279.45 4279.45 5.45 0 0 -68.69 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 63.31 12.56 1.46 0.0 0.0 0.0 4.526 -0.578 1.0 0.0 0.0 0.0 0.0 
1.02142 -0.420708 273.068 269.286 4.54 0 0 -26.78 -92.39 0.0 0.0 0.0 -33.46 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 47.02 15.26 1.44 0.0 0.0 0.0 7.095 -0.166 0.955 0.045 0.0 0.0 0.0 
17.1136 0.0497185 1059.67 999.878 7.37 1277.8924 34 -79.93 -19.18 -207.82 -134.28 0.0 -26.04 -88.8 -35.41 0.0 -72.68 -80.67 0.0 -32.23 0.0 0.0 50.09 12.57 1.04 59.9 34.5 1.63 138.249 -0.554 0.913 0.043 0.036 0.008 0.0 
19.9148 0.240836 7.63152e+09 7.94977e+09 7.81 13795.475 401 -113.64 -77.28 0.0 0.0 0.0 -116.01 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 71.08 12.79 1.65 52.7 76.2 1.67 244.479 -1.503 0.978 0.022 0.0 0.0 0.0 
0.419282 0.481379 418.529 378.519 5.28 1356.9896 79 -21.83 -23.14 -8.08 -31.22 -6.77 -61.88 -61.88 -45.79 -32.8 -116.93 -130.96 -92.37 -116.99 -132.2 -48.04 48.39 15.52 1.23 23.8 58.1 1.67 67.797 0.231 0.884 0.048 0.047 0.004 0.017 
0.422243 0.313214 35.5494 34.3349 3.88 246.92523 7 -14.14 -1.84 -17.53 0.0 0.0 -27.66 -31.81 0.0 0.0 -93.59 0.0 0.0 0.0 0.0 0.0 13.07 14.61 1.48 56.0 76.3 1.62 1.406 0.352 0.958 0.037 0.005 0.0 0.0 
6.4913 0.0680506 714.84 714.397 6.68 0 0 -53.92 -22.65 0.0 0.0 0.0 -38.58 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 77.64 12.17 1.08 42.9 52.2 1.64 405.386 -0.267 0.999 0.001 0.0 0.0 0.0 
16.2188 0.122714 3634.98 3419.03 6.12 32.207802 1 -79.4 -34.94 -32.55 -57.96 -81.78 -107.05 -144.52 -114.54 -97.42 -101.51 -124.86 -36.54 -84.37 -16.87 -67.88 58.82 12.99 1.48 50.4 88.6 1.98 42.357 -0.778 0.923 0.04 0.026 0.009 0.002 
4.85988 0.235997 3.27249e+10 3.2218e+10 7.64 7568.6686 191 -41.08 -57.92 0.0 0.0 0.0 -104.91 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 67.28 14.56 1.23 60.0 68.0 1.96 557.214 -0.296 0.984 0.016 0.0 0.0 0.0 
9.07837 -0.00736345 1199.27 1199.27 5.87 0 0 -61.89 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.14 13.57 1.1 0.0 0.0 0.0 108.147 -0.343 1.0 0.0 0.0 0.0 0.0 
0.056521 0.335298 369.845 369.845 5.96 0 0 -20.26 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 51.36 15.97 1.17 0.0 0.0 0.0 190.899 0.563 1.0 0.0 0.0 0.0 0.0 
13.649 0.299052 7704.64 7704.64 7.23 0 0 -87.05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 69.26 15.29 1.41 0.0 0.0 0.0 317.561 -0.888 1.0 0.0 0.0 0.0 0.0 
0.625717 0.335427 1202.39 1182.84 5.68 2518.04 154 -11.94 -12.66 0.0 0.0 0.0 -89.83 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 64.66 14.15 1.27 22.5 29.3 1.94 217.694 2.206 0.981 0.019 0.0 0.0 0.0 
2.14519 0.358784 2507.99 2389.5 6.78 239.72209 8 -19.93 -21.92 -18.73 -14.75 -21.52 -74.25 -41.58 -28.96 -84.64 -49.36 -6.42 -54.3 -39.51 -55.71 -15.42 58.68 13.09 1.55 46.1 28.7 1.94 423.347 0.882 0.938 0.042 0.003 0.013 0.004 
3.13166 0.811996 2296.7 2228.85 7.61 16319.587 458 -37.9 -4.17 -27.67 -43.58 -17.43 -37.1 -7.79 -29.31 -11.13 -11.17 -7.37 -14.74 -24.06 -11.31 -16.08 39.87 15.21 1.52 56.1 54.7 1.86 345.599 -0.477 0.915 0.006 0.046 0.007 0.026 
25.2028 0.0898727 1320.36 1317.08 6.58 4215.4263 113 -107.76 -129.31 0.0 0.0 0.0 -19.05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 69.81 14.92 1.24 59.2 79.6 1.6 75.358 -0.871 0.987 0.013 0.0 0.0 0.0 
4.10918 0.224347 6.05103e+07 5.69914e+07 7.71 311.31993 20 -45.12 -54.14 -46.02 -10.83 0.0 -104.58 -134.91 -56.47 0.0 -58.3 -76.37 0.0 -35.2 0.0 0.0 72.92 12.52 1.3 20.2 71.4 1.61 639.889 -0.345 0.917 0.045 0.032 0.006 0.0 
6.68994 0.208749 5388.45 5149.29 5.97 3319.6399 357 -44.85 -29.15 -53.37 -61.89 0.0 -20.04 -29.06 -23.05 0.0 -114.55 -34.36 0.0 -81.54 0.0 0.0 63.18 13.53 1.54 11.7 64.3 1.83 154.775 -0.465 0.912 0.014 0.045 0.029 0.0 
1.41172 0.0998751 31.2973 30.9101 4.02 83.73553 6 -30.83 -36.38 -45.32 -38.85 0.0 -113.75 -25.02 -151.29 0.0 -116.86 -66.61 0.0 -76.55 0.0 0.0 72.65 12.24 1.11 18.9 64.3 1.78 4.6 -0.028 0.985 0.005 0.003 0.007 0.0 
3.09552 0.243973 695.488 686.543 6.07 2903.887 118 -41.4 -8.69 0.0 0.0 0.0 -74.08 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 59.98 14.17 1.19 36.6 35.2 1.9 178.793 -0.24 0.985 0.015 0.0 0.0 0.0 
0.159707 0.334966 959.992 913.711 4.54 4652.569 125 -17.41 -19.5 -21.41 -5.4 -25.24 -103.14 -21.66 -123.77 -75.29 -104.25 -44.83 -125.1 -85.8 -61.78 -79.83 60.06 13.57 1.64 59.1 78.6 1.78 40.901 0.823 0.94 0.031 0.001 0.004 0.024 
6.96815 0.0917788 462.159 462.159 6.7 0 0 -54.91 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 69.58 13.53 1.03 0.0 0.0 0.0 339.784 -0.275 1.0 0.0 0.0 0.0 0.0 
0.0672587 0.333479 3086.41 3021.2 5.87 7327.4861 307 -14.33 -16.77 -9.03 0.0 0.0 -14.02 -18.09 0.0 0.0 -44.66 0.0 0.0 0.0 0.0 0.0 62.16 13.77 1.58 35.0 40.0 1.76 242.167 1.815 0.939 0.034 0.027 0.0 0.0 
5.36525 0.16948 2689.75 2599 5.29 8846.6705 389 -46.13 -53.97 -56.28 -42.44 0.0 -97.5 -122.85 -35.1 0.0 -30.58 -21.41 0.0 -11.4 0.0 0.0 65.94 14.12 1.39 33.3 71.0 1.35 52.994 -0.347 0.91 0.011 0.045 0.034 0.0 
3.21378 0.32918 1330.38 1220.8 6.41 2316.2652 190 -29.23 -23.38 -22.51 -26.89 0.0 -37.16 -36.05 -30.1 0.0 -45.23 -40.71 0.0 -72.72 0.0 0.0 49.52 15.92 1.35 15.9 71.0 1.58 225.995 -0.22 0.893 0.039 0.048 0.02 0.0 
5.43152 0.477675 4067.89 4067.89 7.22 0 0 -44.65 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 72.51 14.93 1.38 0.0 0.0 0.0 580.711 -0.408 1.0 0.0 0.0 0.0 0.0 
7.19185 0.00372133 3478.85 3211.49 6.39 4809.2754 428 -47.38 -21.32 -60.17 -54.96 -62.54 -102.13 -94.98 -51.06 -21.45 -42.76 -57.3 -55.59 -119.46 -127.82 -68.29 60.2 15.54 1.41 14.5 93.2 1.47 210.082 -0.484 0.886 0.021 0.039 0.024 0.03 
0.134952 0.333935 68.5036 67.7194 6.36 2882.1366 106 -13.79 -6.48 0.0 0.0 0.0 -15.6 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 39.7 14.53 1.08 41.0 99.2 1.88 218.119 1.778 0.987 0.013 0.0 0.0 0.0 
44.0619 0.154253 10038.2 9568.61 7.63 105.37852 6 -103.97 -128.92 -20.79 -89.41 -121.64 -53.9 -71.69 -47.43 -22.64 -97.16 -133.11 -55.38 -12.84 -10.66 -22.55 47.95 14.77 1.46 23.9 95.2 1.88 58.665 -1.899 0.924 0.018 0.045 0.01 0.003 
12.1972 0.100494 20336 18924 5.77 5029.3393 548 -76.16 -79.97 -19.04 -12.19 0.0 -111.55 -140.55 -110.43 0.0 -65.05 -63.75 0.0 -76.02 0.0 0.0 76.45 12.76 1.58 11.5 46.2 1.58 78.288 -0.722 0.904 0.043 0.016 0.037 0.0 
21.1492 0.0956739 4382.32 4084.06 5.82 14160.969 535 -91.71 -59.61 -127.48 -11.92 0.0 -101.92 -118.23 -125.36 0.0 -32.79 -34.76 0.0 -66.38 0.0 0.0 68.74 13.79 1.3 39.7 41.6 1.44 3.896 -0.701 0.881 0.045 0.038 0.036 0.0 
13.4432 0.19716 1765.83 1765.83 7.54 0 0 -59.13 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 42.33 12.9 1.53 0.0 0.0 0.0 225.748 -0.823 1.0 0.0 0.0 0.0 0.0 
0.285703 0.33536 123.529 113.835 6.1 15348.935 579 -15.72 -22.32 -16.51 -2.99 -5.5 -42.61 -55.39 -25.14 -28.97 -13.83 -15.9 -16.18 -79.36 -64.28 -73.49 45.06 14.89 1.05 39.8 48.0 1.56 188.464 1.224 0.91 0.019 0.003 0.032 0.036 
6.38491 0.114044 181.21 180.154 7.56 184.44543 8 -42.54 -45.09 -48.5 0.0 0.0 -22.8 -8.21 0.0 0.0 -52.67 0.0 0.0 0.0 0.0 0.0 38.58 12.8 1.12 34.1 69.4 1.91 277.263 -0.301 0.95 0.047 0.003 0.0 0.0 
16.5197 0.203471 29596.6 29190 7.46 9412.7883 300 -73.18 -92.94 -108.31 0.0 0.0 -116.88 -21.04 0.0 0.0 -103.08 0.0 0.0 0.0 0.0 0.0 67.66 12.95 1.67 48.1 57.2 1.96 422.882 -1.041 0.937 0.042 0.021 0.0 0.0 
8.35492 0.309998 188.526 188.526 6.13 0 0 -51.77 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 43.96 15.71 1.11 0.0 0.0 0.0 63.014 -0.355 1.0 0.0 0.0 0.0 0.0 
1.1093 0.370819 30.5177 30.0248 3.62 917.37061 64 -23.52 -19.76 0.0 0.0 0.0 -65.7 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 62.39 14.91 1.25 19.3 49.5 1.64 4.18 0.247 0.983 0.017 0.0 0.0 0.0 
25.6244 0.183151 9170.66 9170.66 6.37 0 0 -117.06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 70.2 14.38 1.54 0.0 0.0 0.0 4.363 -1.303 1.0 0.0 0.0 0.0 0.0 
19.4744 0.126159 3437.49 3422.32 7.92 62.235618 4 -81.74 -53.95 -43.32 0.0 0.0 -30.4 -39.52 0.0 0.0 -102.28 0.0 0.0 0.0 0.0 0.0 45.86 12.86 1.34 21.6 95.3 1.37 214.27 -0.857 0.975 0.023 0.002 0.0 0.0 
27.8292 0.0890169 1630.97 1630.97 6.65 0 0 -110.4 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 65.97 13.35 1.25 0.0 0.0 0.0 48.088 -0.91 1.0 0.0 0.0 0.0 0.0 
14.8431 0.202455 2919.69 2845.53 6.53 2755.8307 107 -79.48 -77.1 -61.2 0.0 0.0 -117.7 -107.11 0.0 0.0 -93.71 0.0 0.0 0.0 0.0 0.0 46.21 12.17 1.62 38.6 92.4 1.82 12.477 -1.071 0.967 0.019 0.014 0.0 0.0 
23.272 0.169889 2039.24 2039.24 6.94 0 0 -87.27 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 53.88 13.33 1.51 0.0 0.0 0.0 98.917 -1.061 1.0 0.0 0.0 0.0 0.0 
1.15064 0.323881 6269.18 5873.59 6.99 3462.8984 107 -25.19 -36.78 -4.28 -26.45 0.0 -110.23 -109.13 -81.57 0.0 -115.99 -32.48 0.0 -22.0 0.0 0.0 54.59 15.02 1.66 50.2 49.7 1.59 405.56 -0.249 0.914 0.043 0.029 0.014 0.0 
3.50787 0.267077 6.28428e+09 6.28428e+09 7.78 0 0 -49.83 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 69.86 14.78 1.14 0.0 0.0 0.0 593.201 -0.325 1.0 0.0 0.0 0.0 0.0 
2.84158 0.0611192 1178.42 1176.29 5.96 207.56125 20 -42.7 -43.13 -48.68 0.0 0.0 -43.96 -14.51 0.0 0.0 -20.94 0.0 0.0 0.0 0.0 0.0 76.11 12.51 1.01 12.7 99.7 1.51 231.99 -0.158 0.966 0.028 0.006 0.0 0.0 
1.24318 0.361868 52.4467 51.7315 6.46 189.03618 6 -20.29 -28.0 -25.36 -19.88 0.0 -68.36 -50.59 -79.3 0.0 -58.43 -59.01 0.0 -81.45 0.0 0.0 31.44 14.13 1.05 48.5 32.7 1.89 146.845 0.151 0.982 0.002 0.012 0.004 0.0 
11.6185 0.250471 1576.55 1480.78 6.03 669.03158 28 -71.32 -46.36 -99.13 -96.28 -34.23 -72.19 -101.79 -80.13 -9.38 -46.3 -29.63 -36.58 -117.19 -106.64 -46.63 65.06 15.65 1.05 35.4 40.0 1.56 81.406 -0.426 0.886 0.044 0.039 0.022 0.009 
26.9024 0.0789724 2624.75 2566.24 6.85 10905.574 398 -90.89 -26.36 0.0 0.0 0.0 -82.92 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 79.64 12.14 1.11 41.4 64.8 1.35 303.929 -0.777 0.975 0.025 0.0 0.0 0.0 
24.4433 0.0841433 267.615 267.615 7.72 0 0 -85.27 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 41.44 12.94 1.07 0.0 0.0 0.0 84.62 -0.754 1.0 0.0 0.0 0.0 0.0 
0.164609 0.333548 1502.43 1502.43 6.47 0 0 -14.03 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 67.25 15.02 1.34 0.0 0.0 0.0 433.802 2.453 1.0 0.0 0.0 0.0 0.0 
2.85131 0.36232 246.293 244.164 5.63 682.20179 41 -17.57 -17.22 0.0 0.0 0.0 -62.8 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 36.5 12.6 1.42 22.8 84.2 1.76 91.833 0.658 0.991 0.009 0.0 0.0 0.0 
