Sigma Ratio Sc_solvent Sc_all Rho Emol nbonds A11 A12 A13 A14 A15 A22 A23 A24 A25 A33 A34 A35 A44 A45 A55 B Gamma rD kB Fsrp Rsrp Press1 Press2 Comp1 Comp2 Comp3 Comp4 Comp5
11.8131 0.253322 2725.06 2667 7.45 21950.46 581 -68.79 -30.96 -110.06 0.0 0.0 -93.52 -76.69 0.0 0.0 -116.52 0.0 0.0 0.0 0.0 0.0 40.75 14.14 1.53 60.0 25.5 1.05 133.455 -1.062 0.973 0.017 0.01 0.0 0.0 
20.8504 0.121703 2958.4 2859.33 6.61 45639.079 1751 -101.24 -46.57 -49.61 -198.43 0.0 -115.26 -167.13 -77.22 0.0 -38.54 -4.24 0.0 -36.24 0.0 0.0 70.55 13.01 1.32 38.17 54.9 1.07 115.673 -0.816 0.966 0.017 0.008 0.009 0.0 
10.6235 0.116089 4905.45 4727.46 5.44 18768 1680 -77.53 -46.52 -67.45 0.0 0.0 -102.11 -27.57 0.0 0.0 -21.7 0.0 0.0 0.0 0.0 0.0 71.27 13.08 1.32 14.0 98.7 1.09 4.67 -0.461 0.96 0.022 0.018 0.0 0.0 
4.68839 0.534409 3744.74 3641.52 6.01 15983.747 546 -48.06 -6.73 -50.94 0.0 0.0 -50.7 -6.59 0.0 0.0 -101.86 0.0 0.0 0.0 0.0 0.0 78.86 12.33 1.23 44.4 84.8 1.07 243.165 -0.258 0.965 0.022 0.013 0.0 0.0 
1.33279 0.405228 558.596 553.918 5.32 14739.447 414 -27.01 -44.57 0.0 0.0 0.0 -10.72 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 55.9 14.15 1.26 56.1 85.4 1.05 87.373 -0.043 0.99 0.01 0.0 0.0 0.0 
1.51675 0.338545 461.503 440.821 5.89 28035.201 1290 -11.58 -13.32 -4.28 -4.05 0.0 -67.98 -68.66 -122.36 0.0 -74.25 -92.07 0.0 -107.85 0.0 0.0 50.88 12.51 1.33 31.0 83.2 1.06 201.05 2.109 0.949 0.023 0.003 0.025 0.0 
10.9097 0.206492 7812.83 7685.95 7.28 40062.416 1099 -65.62 -76.78 -80.71 -76.12 0.0 -87.5 -128.62 -121.62 0.0 -84.58 -28.76 0.0 -22.8 0.0 0.0 71.21 13.88 1.46 57.7 33.6 1.08 467.817 -0.667 0.979 0.001 0.015 0.005 0.0 
10.0002 0.257534 10253.9 10225.2 7.3 6032.3657 167 -65.57 -25.57 0.0 0.0 0.0 -64.32 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 56.87 14.01 1.68 56.6 98.1 1.01 316.246 -1.078 0.997 0.003 0.0 0.0 0.0 
19.4138 0.12331 826.091 826.091 6.84 0 0 -90.59 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 64.53 12.88 1.22 0.0 0.0 0.0 162.922 -0.687 1.0 0.0 0.0 0.0 0.0 
14.8671 0.176905 305.993 300.256 7.71 32088.108 1207 -57.31 -52.73 0.0 0.0 0.0 -75.7 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26.26 14.5 1.23 39.8 54.6 1.0 44.518 -0.738 0.98 0.02 0.0 0.0 0.0 
7.91564 0.246118 5730.99 5645.74 5.8 11506.318 908 -52.85 -85.09 -100.42 0.0 0.0 -100.91 -66.6 0.0 0.0 -63.4 0.0 0.0 0.0 0.0 0.0 66.25 12.52 1.5 16.7 85.9 1.09 111.215 -0.47 0.979 0.002 0.019 0.0 0.0 
0.911134 0.355474 43.7722 43.5303 5.46 3634.5207 255 -19.57 -23.09 0.0 0.0 0.0 -52.78 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 35.25 12.19 1.15 19.2 73.6 1.08 66.985 0.315 0.994 0.006 0.0 0.0 0.0 
103.758 0.0569262 2.94657e+10 2.94597e+10 7.94 3522.5129 121 -113.89 -220.95 0.0 0.0 0.0 -79.36 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 55.06 14.53 1.19 40.6 39.9 1.05 58.891 -2.734 0.998 0.002 0.0 0.0 0.0 
0.590481 0.349427 36.375 36.375 3.87 0 0 -21.15 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 51.7 12.18 1.36 0.0 0.0 0.0 7.974 0.356 1.0 0.0 0.0 0.0 0.0 
13.6969 0.0833069 2560.94 2530.27 5.83 13336.423 427 -78.04 -77.26 -28.09 0.0 0.0 -87.22 -140.42 0.0 0.0 -63.89 0.0 0.0 0.0 0.0 0.0 68.08 15.61 1.18 48.2 55.8 1.08 48.489 -0.53 0.981 0.008 0.011 0.0 0.0 
3.23977 0.297884 2127.89 2079 4.48 28300.645 946 -35.1 -27.38 -63.53 -60.72 0.0 -42.52 -17.86 -25.09 0.0 -22.9 -28.17 0.0 -62.55 0.0 0.0 74.42 14.56 1.67 45.17 83.7 1.06 15.7 -0.355 0.972 0.008 0.017 0.003 0.0 
11.1213 0.21661 6761.84 6413.28 7.78 44151.377 2747 -52.14 -37.02 -15.12 -54.23 0.0 -37.34 -32.86 -21.28 0.0 -98.27 -97.29 0.0 -60.41 0.0 0.0 47.67 15.2 1.65 21.5 72.1 1.04 395.733 -1.035 0.947 0.007 0.024 0.022 0.0 
25.8555 0.145213 2.83472e+11 2.90076e+11 7.8 61950.349 2570 -89.8 -160.74 -114.94 -122.13 -176.91 -115.18 -149.73 -32.25 -40.31 -109.66 -118.43 -83.34 -67.01 -11.39 -50.0 72.24 14.2 1.36 33.37 53.1 1.07 352.446 -1.034 0.943 0.014 0.001 0.024 0.018 
17.5418 0.202707 5751.13 5676.82 7.64 21665.497 952 -72.67 -80.66 -120.63 0.0 0.0 -11.26 -3.6 0.0 0.0 -91.6 0.0 0.0 0.0 0.0 0.0 41.65 15.34 1.54 33.2 67.6 1.0 151.099 -1.226 0.984 0.015 0.001 0.0 0.0 
13.5787 0.152683 12003.6 11906.2 5.71 11181.167 307 -67.52 -38.49 -27.01 0.0 0.0 -19.47 -35.05 0.0 0.0 -16.02 0.0 0.0 0.0 0.0 0.0 67.25 15.74 1.55 57.8 31.1 1.1 63.538 -0.736 0.975 0.018 0.007 0.0 0.0 
0.123172 0.336007 198.21 194.615 3.84 7489.4197 592 -16.88 -6.75 0.0 0.0 0.0 -18.27 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.95 15.47 1.62 16.9 56.0 1.04 11.832 0.697 0.98 0.02 0.0 0.0 0.0 
5.46903 0.155998 490.681 486.534 5.45 5856.3027 343 -46.26 -24.06 0.0 0.0 0.0 -60.99 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.06 13.81 1.19 23.9 28.1 1.01 52.412 -0.264 0.991 0.009 0.0 0.0 0.0 
39.8001 0.155911 26408.7 26408.7 6.83 0 0 -114.17 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 79.74 15.77 1.61 0.0 0.0 0.0 184.996 -1.746 1.0 0.0 0.0 0.0 0.0 
0.148631 0.351765 15.6905 15.4736 3.67 6834.7475 400 -24.54 -39.75 -40.25 -19.63 -19.63 -113.71 -151.23 -177.39 -53.44 -68.44 -54.75 -129.35 -77.49 -53.47 -69.68 67.75 14.35 1.03 27.15 86.1 1.01 4.723 0.205 0.986 0.007 0.003 0.001 0.003 
4.99185 0.311499 1506.46 1482.31 6.55 34848.616 969 -43.27 -67.5 0.0 0.0 0.0 -100.26 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 61.34 12.05 1.4 56.7 28.2 1.07 282.977 -0.36 0.981 0.019 0.0 0.0 0.0 
2.76584 0.243702 9017.24 8868.32 6.06 17490.513 783 -35.42 -44.98 -21.25 -61.98 0.0 -63.11 -73.84 -108.55 0.0 -40.75 -50.53 0.0 -55.22 0.0 0.0 70.06 13.22 1.56 32.5 42.8 1.06 250.632 -0.342 0.968 0.015 0.008 0.009 0.0 
19.5683 0.225137 8985.2 8934.88 7.35 3750.2089 273 -91.4 -143.5 -148.98 0.0 0.0 -34.92 -13.97 0.0 0.0 -46.19 0.0 0.0 0.0 0.0 0.0 54.99 13.32 1.68 18.5 93.4 1.04 152.501 -1.448 0.988 0.007 0.005 0.0 0.0 
21.0722 0.172394 6529.7 6529.7 6.35 0 0 -105.05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 69.4 13.15 1.51 0.0 0.0 0.0 44.195 -1.058 1.0 0.0 0.0 0.0 0.0 
63.7335 0.075947 7.04738e+07 6.998e+07 7.48 6001.394 518 -84.55 -68.49 -114.99 0.0 0.0 -50.87 -46.8 0.0 0.0 -76.26 0.0 0.0 0.0 0.0 0.0 73.88 14.55 1.36 13.2 75.7 1.07 412.756 -1.874 0.986 0.005 0.009 0.0 0.0 
16.5063 0.125139 1995.46 1965.84 6.24 20004.339 731 -77.5 -90.68 -17.05 -28.68 0.0 -109.08 -49.09 -30.54 0.0 -101.25 -111.38 0.0 -86.26 0.0 0.0 60.34 14.04 1.36 40.7 98.5 1.09 80.752 -0.669 0.972 0.012 0.005 0.011 0.0 
19.7428 0.191447 9549.9 9475.09 5.97 8939.2147 433 -93.88 -121.11 -138.0 -67.59 0.0 -49.72 -53.7 -55.19 0.0 -45.81 -68.72 0.0 -18.58 0.0 0.0 68.15 15.31 1.54 29.6 63.0 1.07 8.579 -1.049 0.967 0.023 0.008 0.002 0.0 
0.410993 0.33399 4.86722e+11 4.92341e+11 7.98 28351.434 864 -13.91 -2.64 0.0 0.0 0.0 -27.08 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 70.91 12.47 1.15 50.3 68.6 1.01 939.107 4.52 0.986 0.014 0.0 0.0 0.0 
2.5477 0.35704 180.371 175.155 5.26 27648.151 1179 -11.61 -15.79 -12.19 -3.13 0.0 -102.22 -148.22 -97.11 0.0 -20.65 -22.51 0.0 -118.05 0.0 0.0 13.44 12.07 1.63 33.37 53.8 1.02 18.497 0.746 0.971 0.003 0.005 0.021 0.0 
3.27921 0.222427 1448.3 1381.06 5.94 34257.207 941 -36.83 -7.37 -15.84 -13.26 0.0 -38.12 -32.4 -44.22 0.0 -35.3 -12.71 0.0 -70.03 0.0 0.0 63.56 14.13 1.26 57.6 33.5 1.09 190.772 -0.213 0.945 0.022 0.012 0.021 0.0 
65.0244 0.0423412 1650.43 1639.45 6.47 6936.8634 198 -96.32 -90.54 -116.55 -51.05 0.0 -82.93 -53.9 -136.83 0.0 -119.0 -233.24 0.0 -97.01 0.0 0.0 79.67 15.37 1.05 55.0 33.3 1.06 177.629 -1.635 0.972 0.022 0.002 0.004 0.0 
0.796868 0.339622 36.2503 34.5309 5.75 27997.535 1077 -13.58 -9.78 -9.23 -26.21 -24.44 -29.2 -47.89 -32.12 -16.06 -107.44 -192.32 -37.6 -34.5 -20.36 -99.61 20.98 12.57 1.22 38.2 83.2 1.01 51.306 0.828 0.947 0.014 0.015 0.014 0.01 
8.44579 0.186946 6531.2 6362.54 7.11 37193.678 1061 -61.73 -76.55 -64.82 -59.26 0.0 -114.28 -69.71 -130.28 0.0 -87.49 -14.0 0.0 -45.81 0.0 0.0 64.57 15.29 1.46 55.1 51.7 1.0 369.247 -0.685 0.964 0.012 0.003 0.021 0.0 
13.9169 0.0783669 322.559 310.283 7.03 50174.502 2179 -61.93 -87.32 -21.68 -50.78 -115.81 -24.19 -23.46 -2.66 -18.38 -58.65 -100.88 -38.71 -109.97 -135.26 -41.53 38.02 14.17 1.1 33.5 64.6 1.03 73.467 -0.506 0.96 0.016 0.001 0.01 0.013 
7.66779 0.130056 604.81 579.076 5.64 34108.197 1889 -75.45 -27.16 -33.2 -126.0 0.0 -51.17 -41.96 -84.94 0.0 -39.85 -72.93 0.0 -29.17 0.0 0.0 58.0 13.81 1.01 25.73 97.1 1.01 5.844 -0.302 0.956 0.014 0.018 0.012 0.0 
12.5745 0.155013 7414.17 6949.7 7 65653.509 3557 -90.45 -20.8 -55.17 -104.92 0.0 -68.57 -53.48 -45.26 0.0 -101.39 -40.56 0.0 -23.12 0.0 0.0 59.06 12.41 1.53 26.3 63.9 1.07 155.786 -0.807 0.935 0.017 0.025 0.023 0.0 
9.53022 -0.053249 1578.93 1578.93 7.7 0 0 -57.22 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 59.28 14.23 1.13 0.0 0.0 0.0 500.154 -0.393 1.0 0.0 0.0 0.0 0.0 
74.4182 0.0283328 3801.01 3719.54 7.13 2884.0904 162 -104.79 -20.96 -207.48 -137.27 0.0 -119.08 -71.45 -25.01 0.0 -26.77 -7.5 0.0 -67.44 0.0 0.0 78.11 12.5 1.05 24.9 86.1 1.04 282.178 -1.83 0.966 0.017 0.014 0.003 0.0 
13.3582 0.148369 2.83058e+10 2.83058e+10 7.71 0 0 -76.43 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 65.77 13.61 1.25 0.0 0.0 0.0 354.361 -0.608 1.0 0.0 0.0 0.0 0.0 
0.323928 0.334465 359.646 340.229 7.46 58405.401 2612 -15.12 -3.33 -6.8 -10.89 -25.25 -53.1 -48.32 -11.15 -70.62 -46.55 -35.84 -26.53 -99.56 -42.81 -87.61 43.63 13.86 1.1 32.87 86.5 1.04 478.93 2.087 0.944 0.01 0.023 0.01 0.013 
20.6365 0.166642 7462.02 7317.57 6.79 11093.372 852 -103.19 -70.17 -190.9 0.0 0.0 -116.97 -25.73 0.0 0.0 -45.32 0.0 0.0 0.0 0.0 0.0 72.13 14.6 1.41 17.3 64.1 1.08 148.209 -0.996 0.974 0.009 0.017 0.0 0.0 
5.58989 0.245528 312.716 311.296 7.78 10470.644 303 -32.93 -52.69 0.0 0.0 0.0 -69.17 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 24.61 12.11 1.42 54.4 45.7 1.02 177.24 -0.48 0.995 0.005 0.0 0.0 0.0 
21.912 -0.0124437 8.61841e+10 8.40174e+10 7.97 59119.69 2163 -83.56 -144.56 -167.12 0.0 0.0 -41.67 -63.34 0.0 0.0 -23.68 0.0 0.0 0.0 0.0 0.0 47.8 15.65 1.07 39.2 66.9 1.07 132.515 -0.703 0.965 0.016 0.019 0.0 0.0 
8.5773 0.122379 102.898 102.898 7.33 0 0 -42.15 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 29.82 15.32 1.08 0.0 0.0 0.0 136.251 -0.341 1.0 0.0 0.0 0.0 0.0 
2.84774 0.217309 3651.37 3651.37 5.15 0 0 -32.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 79.12 14.5 1.4 0.0 0.0 0.0 101.803 -0.171 1.0 0.0 0.0 0.0 0.0 
0.186278 0.334195 143.732 139.613 4.01 13985.767 412 -16.39 -6.06 -25.08 0.0 0.0 -51.68 -57.88 0.0 0.0 -102.62 0.0 0.0 0.0 0.0 0.0 66.44 12.6 1.55 53.0 33.1 1.07 22.52 0.889 0.966 0.019 0.015 0.0 0.0 
13.2912 0.185995 98.5898 95.1293 7.77 19584.258 1468 -42.43 -9.76 -35.22 -8.06 0.0 -67.75 -60.3 -10.16 0.0 -52.24 -17.76 0.0 -34.5 0.0 0.0 15.28 15.16 1.2 17.8 49.5 1.09 3.505 -0.725 0.962 0.012 0.006 0.02 0.0 
45.8602 0.0362489 1350.05 1303.86 6.25 62721.196 1857 -90.39 -82.25 -45.2 -109.37 -162.7 -64.05 -110.81 -32.02 -83.91 -37.97 -11.01 -54.68 -23.8 -4.28 -47.5 69.4 13.74 1.0 52.17 30.7 1.0 73.825 -1.184 0.951 0.011 0.002 0.022 0.014 
0.579183 0.34006 90.3082 87.7162 4.34 13946.555 768 -20.08 -24.3 -22.89 -20.28 -14.46 -54.25 -58.59 -101.45 -75.41 -42.83 -18.42 -45.4 -98.66 -97.67 -117.38 74.56 13.62 1.1 25.3 93.6 1.01 36.33 0.652 0.964 0.002 0.01 0.02 0.004 
0.915787 0.349939 78.6876 76.5359 5.16 9180.9171 637 -15.63 -14.54 -9.22 -10.47 0.0 -114.78 -30.99 -61.98 0.0 -22.08 -34.22 0.0 -101.14 0.0 0.0 18.27 15.74 1.37 18.3 63.7 1.07 18.219 0.373 0.968 0.006 0.01 0.016 0.0 
16.0538 0.179853 579.346 564.81 7.96 36078.001 1870 -72.51 -65.26 -65.98 -55.11 0.0 -18.46 -18.28 -14.77 0.0 -26.06 -29.45 0.0 -49.44 0.0 0.0 33.39 13.45 1.26 30.2 93.2 1.09 85.183 -0.83 0.97 0.001 0.02 0.009 0.0 
6.18082 0.0691348 204.615 204.063 5.23 3090.7165 120 -45.5 -66.43 0.0 0.0 0.0 -76.07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 55.02 13.9 1.08 38.4 82.3 1.05 25.197 -0.22 0.997 0.003 0.0 0.0 0.0 
5.37962 0.229749 6872.28 6563.5 5.94 45955.65 2062 -53.14 -80.77 -18.07 -58.45 0.0 -92.01 -87.41 -179.42 0.0 -63.14 -80.19 0.0 -92.08 0.0 0.0 69.87 13.03 1.43 32.47 72.5 1.07 160.908 -0.42 0.954 0.015 0.022 0.009 0.0 
35.7629 0.120585 3.44602e+06 3.44602e+06 7.43 0 0 -101.07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 75.51 13.34 1.43 0.0 0.0 0.0 356.831 -1.278 1.0 0.0 0.0 0.0 0.0 
0.118979 0.333001 71.7339 71.4653 5.31 5189.9112 164 -18.58 -7.8 0.0 0.0 0.0 -30.61 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 34.8 15.87 1.16 48.9 88.1 1.06 57.63 0.449 0.996 0.004 0.0 0.0 0.0 
0.421431 0.310011 5252.53 5007.49 5.39 22970.339 1005 -32.21 -3.87 -63.78 -18.36 -26.41 -112.13 -195.11 -39.25 -105.4 -64.83 -125.77 -84.28 -89.06 -58.78 -78.68 78.7 15.55 1.24 33.3 49.0 1.01 137.812 -0.148 0.942 0.008 0.025 0.022 0.003 
4.65091 -0.279176 5656.72 5586.48 6.9 6630.2257 692 -40.79 -51.4 0.0 0.0 0.0 -89.06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 69.98 13.05 1.57 12.0 31.7 1.03 467.722 -0.474 0.987 0.013 0.0 0.0 0.0 
6.49428 -0.038739 172.531 167.368 5.61 18574.012 1141 -47.17 -13.68 -15.09 -22.17 0.0 -71.65 -63.77 -70.93 0.0 -113.92 -216.45 0.0 -30.57 0.0 0.0 47.5 14.03 1.03 21.6 71.2 1.05 36.731 -0.258 0.968 0.006 0.017 0.009 0.0 
13.3016 0.0310333 564.215 564.215 6.2 0 0 -64.55 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 50.06 12.99 1.3 0.0 0.0 0.0 58.47 -0.519 1.0 0.0 0.0 0.0 0.0 
14.4012 0.0789844 69.7336 69.7336 7.3 0 0 -49.4 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 25.34 15.28 1.09 0.0 0.0 0.0 41.524 -0.491 1.0 0.0 0.0 0.0 0.0 
214.486 0.0232902 4720.72 4589.25 7.45 35726.054 1267 -118.01 -31.86 -112.11 0.0 0.0 -100.2 -166.33 0.0 0.0 -104.82 0.0 0.0 0.0 0.0 0.0 63.44 13.66 1.07 42.6 90.0 1.05 131.575 -5.072 0.968 0.01 0.022 0.0 0.0 
15.5265 0.189093 590.642 577.813 7.01 9103.7125 326 -62.37 -68.61 -112.89 -121.62 -48.65 -113.47 -70.35 -54.47 -49.93 -56.31 -33.22 -13.51 -117.18 -189.83 -87.29 32.61 13.34 1.39 42.3 28.1 1.06 10.908 -0.82 0.954 0.014 0.009 0.017 0.006 
2.8667 0.506947 2201.5 2162.21 6.92 20914.104 1137 -37.48 -47.22 -73.46 0.0 0.0 -71.8 -41.64 0.0 0.0 -83.76 0.0 0.0 0.0 0.0 0.0 79.51 13.25 1.19 25.9 77.9 1.04 573.285 -0.186 0.971 0.008 0.021 0.0 0.0 
0.445351 0.118381 255.361 250.867 4.72 13616.832 735 -23.77 -37.32 -18.78 0.0 0.0 -38.93 -5.06 0.0 0.0 -51.46 0.0 0.0 0.0 0.0 0.0 53.59 14.42 1.31 26.2 79.6 1.05 36.12 0.114 0.98 0.008 0.012 0.0 0.0 
0.69583 0.337507 200.397 194.636 5.63 32417.65 1242 -12.22 -18.7 -21.87 -2.32 0.0 -55.72 -22.85 -17.83 0.0 -76.19 -55.62 0.0 -69.9 0.0 0.0 23.54 13.57 1.45 39.3 95.8 1.0 62.296 1.201 0.971 0.017 0.002 0.01 0.0 
1.56308 0.337896 908.117 873.298 7.19 27928.826 1656 -16.34 -20.59 -9.48 -9.64 0.0 -27.57 -7.17 -29.78 0.0 -118.08 -119.26 0.0 -61.92 0.0 0.0 78.85 14.93 1.06 23.3 37.2 1.08 779.786 2.509 0.942 0.022 0.018 0.018 0.0 
0.407474 0.230683 1852.61 1801.34 6.13 30323.817 1392 -25.33 -40.78 -22.29 -50.15 -38.75 -49.87 -42.39 -58.35 -99.24 -80.18 -9.62 -36.88 -14.35 -28.13 -37.98 50.06 12.84 1.56 31.97 52.2 1.06 193.519 -0.135 0.971 0.003 0.012 0.006 0.008 
23.6728 0.187316 4698.02 4675.17 7.43 8474.1392 345 -101.16 -75.87 0.0 0.0 0.0 -10.23 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 54.42 14.61 1.5 36.4 36.8 1.03 112.915 -1.331 0.994 0.006 0.0 0.0 0.0 
2.57966 0.398337 1.2344e+11 1.2344e+11 7.78 0 0 -33.65 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 76.97 12.96 1.56 0.0 0.0 0.0 788.306 -0.374 1.0 0.0 0.0 0.0 0.0 
14.7123 0.112599 4378.52 4204.56 7.23 39212.337 1988 -111.72 -48.04 -93.84 -48.04 0.0 -21.23 -28.24 -33.33 0.0 -19.77 -36.18 0.0 -22.74 0.0 0.0 69.78 13.53 1.18 28.1 55.3 1.09 206.85 -0.628 0.957 0.018 0.02 0.005 0.0 
0.0104897 0.33363 3.78905 3.78905 3.82 0 0 -12.66 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 14.02 14.42 1.04 0.0 0.0 0.0 2.989 0.57 1.0 0.0 0.0 0.0 0.0 
0.716728 0.339706 18.8672 18.4616 6.14 11768.515 478 -15.12 -15.27 -11.19 -15.72 0.0 -80.35 -67.49 -53.83 0.0 -36.83 -15.47 0.0 -45.38 0.0 0.0 25.17 14.6 1.0 36.4 89.4 1.07 95.627 0.822 0.976 0.009 0.005 0.01 0.0 
2.79065 0.416935 6496.21 6080.56 6.22 74142.593 2706 -37.31 -44.77 -60.07 -68.28 0.0 -36.39 -22.93 -28.75 0.0 -87.13 -159.45 0.0 -116.81 0.0 0.0 71.48 14.38 1.45 40.8 40.2 1.08 281.719 -0.348 0.932 0.019 0.024 0.025 0.0 
0.884604 0.442131 5316.02 5316.02 6.77 0 0 -31.47 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 73.86 14.78 1.53 0.0 0.0 0.0 506.409 -0.31 1.0 0.0 0.0 0.0 0.0 
2.33314 0.32226 52.5586 51.8257 6 19591.674 649 -22.9 -35.27 0.0 0.0 0.0 -97.76 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 18.51 15.65 1.2 46.2 31.5 1.05 24.44 -0.206 0.986 0.014 0.0 0.0 0.0 
9.49882 0.122802 547.98 530.645 7.54 14917.706 753 -54.16 -60.66 -24.37 -60.66 0.0 -61.72 -67.89 -77.15 0.0 -10.97 -7.35 0.0 -37.76 0.0 0.0 46.12 13.56 1.2 28.3 36.6 1.1 307.091 -0.396 0.959 0.006 0.02 0.015 0.0 
17.7988 0.0986303 5707.58 5644.64 5.89 22386.052 641 -92.46 -95.23 -101.71 0.0 0.0 -48.9 -76.77 0.0 0.0 -69.96 0.0 0.0 0.0 0.0 0.0 70.43 14.78 1.36 54.8 56.1 1.09 17.24 -0.768 0.986 0.013 0.001 0.0 0.0 
3.51784 0.349388 2629.72 2590.6 6.97 26963.656 807 -20.09 -12.66 0.0 0.0 0.0 -116.36 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 52.76 12.48 1.66 51.9 27.5 1.05 423.742 0.747 0.985 0.015 0.0 0.0 0.0 
1.44601 0.649378 2662.4 2510.73 6.9 54141.177 2882 -31.14 -23.04 -16.19 -38.61 -26.47 -118.16 -44.9 -129.98 -59.08 -52.41 -101.68 -35.11 -29.95 -59.3 -24.55 60.63 15.76 1.3 28.57 29.6 1.07 427.885 -0.216 0.94 0.005 0.024 0.013 0.018 
4.89645 0.225829 399.87 396.011 7.17 9875.7157 539 -27.67 -42.89 -10.51 0.0 0.0 -89.7 -36.78 0.0 0.0 -20.03 0.0 0.0 0.0 0.0 0.0 19.57 13.86 1.46 25.9 85.2 1.04 84.011 -0.497 0.989 0.001 0.01 0.0 0.0 
3.95871 0.175098 400.238 397.688 5.3 7120.6043 242 -43.11 -35.78 -59.49 -54.75 0.0 -44.86 -15.7 -42.62 0.0 -107.73 -207.92 0.0 -17.56 0.0 0.0 54.52 14.36 1.17 44.7 55.5 1.01 37.637 -0.238 0.979 0.015 0.002 0.004 0.0 
1.99342 -0.158954 3205.08 3133.79 7.6 34223.023 1362 -27.54 -50.95 0.0 0.0 0.0 -103.33 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 72.85 12.11 1.22 37.0 32.9 1.08 820.312 -0.021 0.977 0.023 0.0 0.0 0.0 
9.71538 0.187523 160.284 157.884 7.53 22384.349 1001 -45.71 -73.14 0.0 0.0 0.0 -66.23 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 23.43 15.9 1.19 32.6 27.2 1.01 53.404 -0.574 0.983 0.017 0.0 0.0 0.0 
2.91798 0.143263 8590.86 8444.85 6.19 29994.399 990 -38.81 -67.14 -49.68 0.0 0.0 -43.57 -8.71 0.0 0.0 -22.2 0.0 0.0 0.0 0.0 0.0 76.08 13.99 1.54 46.5 80.6 1.03 305.243 -0.405 0.976 0.016 0.008 0.0 0.0 
1.30887 -0.195744 480.304 474.974 5.15 14318.054 442 -27.72 -53.22 -10.26 0.0 0.0 -20.23 -21.44 0.0 0.0 -107.34 0.0 0.0 0.0 0.0 0.0 59.95 13.24 1.19 50.1 27.8 1.03 71.864 -0.055 0.968 0.021 0.011 0.0 0.0 
7.17331 0.0674455 200.072 194.575 6.31 12610.15 877 -51.97 -9.87 -23.91 -50.41 0.0 -16.57 -9.28 -22.04 0.0 -36.44 -64.13 0.0 -106.27 0.0 0.0 49.13 13.97 1.0 18.9 84.4 1.03 120.516 -0.272 0.97 0.012 0.003 0.015 0.0 
3.62569 0.249257 11082.5 10977.9 5.31 13288.544 405 -44.01 -14.96 0.0 0.0 0.0 -66.93 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 75.09 12.43 1.68 50.8 75.0 1.03 88.806 -0.476 0.99 0.01 0.0 0.0 0.0 
