Sigma Ratio Sc_solvent Sc_all Rho Emol nbonds A11 A12 A13 A14 A15 A22 A23 A24 A25 A33 A34 A35 A44 A45 A55 B Gamma rD kB Fsrp Rsrp Press1 Press2 Comp1 Comp2 Comp3 Comp4 Comp5
1.9049 0.30886 1642.76 1642.76 6.39 0 0 -32.46 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.32 14.19 1.58 0.0 0.0 0.0 191.478 -0.446 1.0 0.0 0.0 0.0 0.0 
3.56155 0.265285 10773.1 10565.2 5.38 17298.225 828 -41.35 -12.4 0.0 0.0 0.0 -80.15 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 78.92 14.93 1.38 30.1 44.7 1.05 118.308 -0.301 0.98 0.02 0.0 0.0 0.0 
24.3547 0.182831 5.20431e+10 5.20431e+10 7.95 0 0 -112.31 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 67.1 14.18 1.47 0.0 0.0 0.0 246.534 -1.293 1.0 0.0 0.0 0.0 0.0 
62.7725 0.0335205 1936.61 1883.01 6.49 24404.994 1461 -101.49 -27.4 -74.09 0.0 0.0 -31.88 -8.29 0.0 0.0 -52.23 0.0 0.0 0.0 0.0 0.0 77.9 15.77 1.08 23.1 38.0 1.06 157.331 -1.569 0.971 0.013 0.016 0.0 0.0 
4.24562 0.10472 2520.92 2372.48 7.37 11201.021 1186 -34.84 -4.88 -68.98 -25.78 0.0 -110.66 -150.5 -27.66 0.0 -56.25 -50.06 0.0 -22.55 0.0 0.0 46.56 12.55 1.55 11.9 40.8 1.01 371.952 -0.474 0.93 0.022 0.025 0.023 0.0 
3.41227 0.231425 2916.56 2722.09 6.62 103201.26 3621 -34.73 -62.86 -40.63 -35.77 -62.17 -94.08 -55.51 -108.19 -126.07 -45.94 -29.86 -83.15 -23.57 -45.25 -109.88 53.47 15.32 1.4 44.63 88.8 1.08 268.345 -0.37 0.924 0.017 0.021 0.017 0.021 
5.52854 -0.85466 53.7634 52.4475 7.07 9617.2003 497 -34.49 -50.01 -4.83 -30.7 0.0 -11.75 -21.03 -10.93 0.0 -87.81 -64.98 0.0 -22.42 0.0 0.0 24.93 15.3 1.06 27.6 85.4 1.01 91.484 -0.269 0.957 0.015 0.019 0.009 0.0 
42.1697 0.110082 10384.1 10251.6 6.74 13240.874 814 -75.78 -150.04 -76.54 0.0 0.0 -55.52 -19.43 0.0 0.0 -65.0 0.0 0.0 0.0 0.0 0.0 75.95 15.92 1.46 22.5 40.1 1.09 305.734 -1.42 0.983 0.005 0.012 0.0 0.0 
20.2508 0.144784 2534.58 2470.68 7.93 61291.749 1872 -86.08 -77.47 -26.68 -74.03 -168.72 -27.52 -10.18 -42.38 -42.93 -18.38 -16.54 -7.17 -68.79 -32.33 -80.63 47.07 12.37 1.35 50.8 63.3 1.03 190.756 -0.884 0.962 0.004 0.002 0.02 0.012 
13.6655 0.266057 28.6642 27.4121 7.4 8718.9709 688 -45.27 -14.03 -68.81 -21.28 -49.8 -21.11 -26.6 -20.05 -13.72 -48.45 -44.09 -47.97 -110.11 -134.33 -88.08 21.17 12.56 1.05 16.9 26.1 1.04 17.587 -0.451 0.929 0.016 0.023 0.02 0.012 
11.6471 0.162806 220906 220386 4.37 789.0457 32 -90.55 -165.71 -115.9 0.0 0.0 -44.67 -55.39 0.0 0.0 -35.85 0.0 0.0 0.0 0.0 0.0 29.32 14.28 1.19 36.2 89.0 1.1 0.046 -0.54 0.997 0.002 0.001 0.0 0.0 
11.9003 0.00974346 3408.79 3293.14 5.81 20100.171 1083 -75.15 -36.07 -66.13 0.0 0.0 -78.34 -53.27 0.0 0.0 -68.85 0.0 0.0 0.0 0.0 0.0 74.51 14.73 1.18 26.2 27.3 1.03 84.067 -0.47 0.957 0.019 0.024 0.0 0.0 
13.6176 0.101181 499.259 483.437 5.83 40215.047 1270 -75.9 -103.22 -99.43 -94.12 -33.4 -27.54 -41.31 -28.09 -20.66 -69.96 -7.7 -84.65 -109.31 -114.78 -25.65 55.46 13.18 1.03 49.0 32.5 1.05 5.313 -0.452 0.941 0.024 0.005 0.007 0.023 
9.34829 0.158373 1942.06 1942.06 6.03 0 0 -62.12 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 78.26 15.31 1.07 0.0 0.0 0.0 191.788 -0.328 1.0 0.0 0.0 0.0 0.0 
3.63559 0.275921 1292.99 1268.1 4.78 23871.481 816 -43.48 -18.26 0.0 0.0 0.0 -13.79 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 60.47 14.74 1.59 44.8 48.4 1.07 11.901 -0.446 0.978 0.022 0.0 0.0 0.0 
18.394 0.0512787 4348.53 4253.06 7.64 13442.461 1303 -90.09 -114.41 -88.29 0.0 0.0 -37.59 -29.32 0.0 0.0 -66.09 0.0 0.0 0.0 0.0 0.0 57.49 13.09 1.2 13.2 72.7 1.08 251.829 -0.735 0.959 0.019 0.022 0.0 0.0 
2.13665 0.192724 600.787 581.965 6.28 46052.071 1565 -28.44 -54.6 -33.56 -47.78 0.0 -11.36 -13.18 -9.32 0.0 -17.46 -6.98 0.0 -115.06 0.0 0.0 40.78 13.52 1.4 44.8 31.8 1.03 148.739 -0.241 0.961 0.007 0.017 0.015 0.0 
7.32768 0.237968 15554.6 15176.8 6.45 17134.88 903 -49.16 -19.17 -93.9 -57.52 -56.04 -47.92 -85.3 -19.17 -89.13 -29.7 -38.02 -30.29 -65.64 -127.34 -102.9 75.28 12.35 1.69 26.9 36.4 1.08 325.731 -0.638 0.93 0.003 0.023 0.024 0.02 
11.7052 0.180366 9206.91 8904.15 6.38 33793.11 1140 -62.02 -65.12 -87.45 0.0 0.0 -113.65 -134.11 0.0 0.0 -59.47 0.0 0.0 0.0 0.0 0.0 73.89 14.75 1.51 45.2 98.5 1.01 248.365 -0.655 0.952 0.025 0.023 0.0 0.0 
11.9134 0.257529 19006.2 18871.2 6.93 7076.4175 477 -112.65 -73.22 0.0 0.0 0.0 -10.95 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 76.64 14.04 1.61 20.2 25.2 1.06 190.58 -1.161 0.991 0.009 0.0 0.0 0.0 
2.78103 0.395005 479.922 459.256 5.36 57590.571 1538 -34.91 -46.08 -63.19 -53.06 0.0 -110.37 -35.32 -179.9 0.0 -95.86 -162.96 0.0 -65.29 0.0 0.0 42.29 13.93 1.47 59.3 44.6 1.05 29.318 -0.361 0.954 0.008 0.023 0.015 0.0 
0.140126 0.334275 164.295 159.454 4.3 10827.294 1045 -10.98 -7.58 -6.15 0.0 0.0 -44.38 -31.07 0.0 0.0 -31.8 0.0 0.0 0.0 0.0 0.0 31.67 13.52 1.54 13.2 75.9 1.07 22.893 1.197 0.968 0.011 0.021 0.0 0.0 
11.6295 0.238364 3.26792e+10 3.21474e+10 7.78 38358.542 1762 -107.93 -143.55 -17.27 -41.01 0.0 -46.99 -23.5 -39.94 0.0 -46.39 -15.77 0.0 -115.4 0.0 0.0 57.34 14.86 1.37 29.37 63.7 1.08 108.206 -0.923 0.97 0.015 0.013 0.002 0.0 
1.89941 -0.573473 15.5977 15.3144 7.18 13708.356 1103 -17.63 -27.15 0.0 0.0 0.0 -42.06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 10.21 15.38 1.05 16.5 68.3 1.08 32.698 -0.069 0.98 0.02 0.0 0.0 0.0 
10.0989 0.1715 2382.22 2326.59 6.98 37900.131 1071 -67.25 -24.21 -15.47 0.0 0.0 -78.18 -51.6 0.0 0.0 -38.58 0.0 0.0 0.0 0.0 0.0 63.45 14.46 1.43 55.2 93.6 1.08 307.135 -0.678 0.976 0.011 0.013 0.0 0.0 
20.5072 0.110499 1234.04 1211.11 6.19 13020.432 1160 -85.66 -111.36 -149.05 -23.98 0.0 -95.5 -58.26 -82.13 0.0 -21.31 -33.46 0.0 -11.2 0.0 0.0 52.98 13.09 1.37 14.7 27.3 1.08 8.902 -0.797 0.942 0.013 0.021 0.024 0.0 
14.3724 0.156697 1203.94 1187.85 6.46 25611.354 810 -76.09 -86.74 0.0 0.0 0.0 -29.91 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 59.07 12.48 1.39 48.9 62.4 1.03 109.936 -0.681 0.983 0.017 0.0 0.0 0.0 
7.90029 0.0682249 251.529 248.343 6.62 15288.674 669 -50.04 -11.51 0.0 0.0 0.0 -61.06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 48.58 15.67 1.02 33.2 71.4 1.04 176.057 -0.3 0.987 0.013 0.0 0.0 0.0 
3.88512 0.310387 21005.5 21005.5 5.86 0 0 -47.61 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 75.06 13.96 1.62 0.0 0.0 0.0 186.311 -0.553 1.0 0.0 0.0 0.0 0.0 
1.69741 0.207296 3325.23 3278.42 6.07 18210.402 898 -29.58 -51.76 0.0 0.0 0.0 -56.14 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 65.75 15.97 1.41 29.1 67.3 1.06 250.824 -0.205 0.981 0.019 0.0 0.0 0.0 
2.19037 -0.881624 29.3846 28.0687 4.38 13476.629 604 -28.15 -15.2 -40.54 -29.28 0.0 -98.82 -178.86 -59.29 0.0 -107.28 -71.88 0.0 -73.21 0.0 0.0 45.35 15.57 1.1 32.5 72.1 1.05 4.165 -0.076 0.953 0.01 0.018 0.019 0.0 
14.59 0.164442 4933.1 4793 7.47 19243.965 1676 -76.32 -87.77 -94.64 -67.92 0.0 -39.38 -42.14 -18.9 0.0 -64.09 -122.41 0.0 -65.09 0.0 0.0 63.1 15.7 1.27 14.9 59.7 1.03 365.686 -0.672 0.954 0.017 0.012 0.017 0.0 
12.738 0.138815 4.7502e+11 4.74175e+11 7.82 1837.5272 119 -77.54 -73.66 0.0 0.0 0.0 -45.12 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.52 15.46 1.04 19.3 79.1 1.08 423.782 -0.505 0.998 0.002 0.0 0.0 0.0 
2.84567 0.0208212 326.622 318.386 4.24 15891.588 887 -32.84 -24.3 -21.67 -38.42 -58.78 -16.15 -9.21 -26.65 -7.27 -99.36 -113.27 -60.61 -82.2 -71.51 -49.68 58.32 14.94 1.5 23.4 42.3 1.08 1.827 -0.235 0.957 0.016 0.004 0.021 0.002 
1.93303 -0.445382 223.697 217.739 5.7 26872.445 1191 -26.71 -8.01 -35.26 -31.78 -9.08 -15.77 -20.66 -8.99 -20.97 -117.8 -95.42 -100.13 -31.7 -55.79 -53.35 52.9 14.23 1.14 34.0 34.2 1.03 129.738 -0.03 0.972 0.001 0.016 0.008 0.003 
1.05887 0.243582 54.7485 53.3399 5.73 33724.771 1185 -20.22 -32.96 -12.13 0.0 0.0 -66.7 -93.38 0.0 0.0 -105.07 0.0 0.0 0.0 0.0 0.0 23.08 14.57 1.18 42.5 60.8 1.08 40.775 -0.004 0.973 0.005 0.022 0.0 0.0 
1.66582 0.263043 181.471 179.489 7.51 19409.995 710 -32.17 -53.4 0.0 0.0 0.0 -53.45 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 34.72 15.05 1.19 41.3 74.6 1.04 277.176 -0.266 0.987 0.013 0.0 0.0 0.0 
27.8123 0.180645 2623.51 2623.51 7.25 0 0 -98.44 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.37 14.46 1.52 0.0 0.0 0.0 7.354 -1.471 1.0 0.0 0.0 0.0 0.0 
9.14352 0.116118 121.391 112.045 5.89 66050.391 2416 -38.56 -8.87 -60.54 -8.87 -19.67 -103.4 -107.54 -139.59 -116.84 -79.52 -14.31 -26.24 -13.7 -8.36 -12.3 32.12 12.08 1.09 42.2 80.4 1.08 26.315 -0.316 0.92 0.023 0.018 0.017 0.022 
7.12864 0.234351 272.821 266.405 7.54 41356.398 1315 -24.8 -44.64 -10.42 0.0 0.0 -22.22 -7.11 0.0 0.0 -24.59 0.0 0.0 0.0 0.0 0.0 12.43 15.82 1.4 48.6 30.7 1.03 39.315 -0.641 0.967 0.009 0.024 0.0 0.0 
14.5231 0.189382 2856.55 2816.67 6.77 7497.6259 426 -79.22 -98.23 -143.39 -22.97 -71.3 -13.05 -23.1 -13.83 -16.31 -26.26 -12.6 -21.53 -29.95 -22.16 -55.59 64.66 14.49 1.42 24.7 84.1 1.09 193.998 -0.77 0.952 0.021 0.014 0.004 0.009 
19.5268 0.148822 2069.23 1986.65 6.96 39825.682 2138 -93.04 -59.55 -12.1 -159.1 0.0 -79.03 -147.79 -11.06 0.0 -28.89 -39.0 0.0 -41.15 0.0 0.0 52.15 13.4 1.36 26.0 68.6 1.07 54.477 -0.863 0.959 0.019 0.006 0.016 0.0 
12.7961 0.157483 970.71 948.732 7.41 21082.935 1311 -49.81 -27.4 -62.76 0.0 0.0 -111.17 -212.33 0.0 0.0 -109.33 0.0 0.0 0.0 0.0 0.0 43.32 14.14 1.43 21.5 46.1 1.07 263.091 -0.633 0.977 0.002 0.021 0.0 0.0 
7.53256 0.260503 10385.7 9888.15 6.75 92035.687 3470 -79.52 -133.59 -68.39 -65.21 -36.58 -83.67 -20.08 -83.67 -60.24 -37.86 -57.93 -30.67 -33.1 -37.73 -104.84 78.0 13.57 1.58 38.25 46.4 1.02 311.778 -0.748 0.934 0.016 0.017 0.016 0.017 
12.3364 0.0888083 806.231 802.402 6.81 7869.7354 260 -70.66 -86.91 -139.91 0.0 0.0 -67.52 -77.65 0.0 0.0 -99.08 0.0 0.0 0.0 0.0 0.0 56.09 12.58 1.19 46.3 76.2 1.09 171.183 -0.509 0.982 0.013 0.005 0.0 0.0 
7.65441 0.207041 611.424 611.424 5.76 0 0 -48.77 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 36.57 13.95 1.52 0.0 0.0 0.0 4.011 -0.631 1.0 0.0 0.0 0.0 0.0 
2.6596 0.413978 4995.12 4923.4 6.62 14410.044 767 -97.27 -64.2 0.0 0.0 0.0 -64.62 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 74.84 15.35 1.27 26.5 68.3 1.07 175.979 -0.336 0.985 0.015 0.0 0.0 0.0 
1.15289 0.353582 14.8052 14.1222 5.75 11842.022 580 -15.53 -16.31 -1.86 -12.73 0.0 -45.38 -88.04 -50.83 0.0 -107.59 -73.16 0.0 -60.4 0.0 0.0 19.15 12.49 1.01 29.3 61.6 1.03 38.093 0.439 0.949 0.016 0.022 0.013 0.0 
66.2817 0.0434299 7221.46 7076.63 7.37 31398.442 1031 -96.52 -141.88 -69.49 -42.47 -68.53 -43.1 -81.03 -11.21 -49.13 -96.04 -73.95 -40.34 -115.51 -139.77 -31.21 76.22 12.22 1.13 43.83 76.9 1.01 378.202 -1.702 0.968 0.014 0.011 0.006 0.001 
4.57994 -0.206085 1631.35 1584.01 7.99 16747.788 688 -26.45 -17.72 -32.8 -27.77 0.0 -52.3 -91.0 -86.29 0.0 -62.16 -49.11 0.0 -87.35 0.0 0.0 26.27 15.35 1.59 35.7 40.4 1.03 271.76 -0.667 0.966 0.004 0.019 0.011 0.0 
2.03893 0.365359 389.636 382.438 4.14 13381.416 608 -20.53 -29.77 -32.03 0.0 0.0 -118.64 -128.13 0.0 0.0 -83.2 0.0 0.0 0.0 0.0 0.0 70.37 14.7 1.61 31.7 74.9 1.05 22.987 0.553 0.981 0.004 0.015 0.0 0.0 
0.647077 0.335482 226.571 219.535 7.06 6263.2375 492 -11.8 -4.96 -2.36 -20.18 -15.69 -75.81 -106.89 -72.78 -61.41 -83.08 -76.43 -32.4 -91.51 -150.99 -34.73 36.26 12.64 1.33 16.8 33.4 1.03 317.459 2.478 0.963 0.013 0.006 0.009 0.009 
6.14912 0.319187 141.354 141.354 7.24 0 0 -37.7 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 31.08 13.49 1.11 0.0 0.0 0.0 163.25 -0.304 1.0 0.0 0.0 0.0 0.0 
0.122769 0.163543 40.6198 39.0043 3.62 16290.493 554 -27.14 -29.04 -8.68 -41.8 -13.03 -69.47 -72.25 -25.7 -42.38 -114.16 -73.06 -66.21 -30.85 -45.35 -102.43 59.08 15.99 1.34 44.8 30.5 1.04 0.228 -0.039 0.957 0.005 0.018 0.009 0.011 
7.17922 0.140935 184.193 181.884 5 10185.648 312 -47.32 -51.11 -12.78 0.0 0.0 -54.43 -60.42 0.0 0.0 -97.19 0.0 0.0 0.0 0.0 0.0 60.76 15.24 1.0 50.7 69.3 1.09 12.478 -0.209 0.975 0.017 0.008 0.0 0.0 
11.1236 0.224928 473.969 454.23 7.32 63534.477 2412 -55.96 -111.36 -26.3 0.0 0.0 -41.07 -71.87 0.0 0.0 -112.8 0.0 0.0 0.0 0.0 0.0 28.89 15.32 1.33 38.9 61.9 1.07 38.812 -0.777 0.957 0.023 0.02 0.0 0.0 
20.0041 0.0870081 684.047 684.047 7.06 0 0 -82.81 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 52.72 12.55 1.25 0.0 0.0 0.0 129.507 -0.698 1.0 0.0 0.0 0.0 0.0 
2.3911 0.264225 674.732 674.732 4.51 0 0 -40.07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 64.41 12.56 1.59 0.0 0.0 0.0 1.982 -0.34 1.0 0.0 0.0 0.0 0.0 
1.51707 0.351172 1.13944e+11 1.10717e+11 7.77 13031.464 1083 -23.01 -5.52 -38.89 -34.52 -37.74 -97.68 -46.89 -123.08 -182.66 -28.02 -55.48 -52.68 -30.59 -48.33 -103.25 79.74 12.99 1.34 13.9 43.9 1.06 867.795 0.67 0.941 0.003 0.017 0.021 0.018 
9.72523 0.183156 1852.42 1773.37 6.96 58414.845 2259 -59.19 -26.64 -23.68 -33.74 -39.66 -104.69 -14.66 -124.58 -56.53 -119.88 -172.63 -146.25 -65.4 -15.7 -24.46 62.3 15.84 1.31 38.72 45.3 1.05 321.58 -0.543 0.957 0.01 0.023 0.009 0.001 
12.6962 0.131218 1.34484e+10 1.34083e+10 7.93 44920.969 1345 -64.17 -45.56 -51.98 0.0 0.0 -118.87 -177.12 0.0 0.0 -114.16 0.0 0.0 0.0 0.0 0.0 61.13 12.36 1.54 51.8 29.5 1.09 468.468 -0.788 0.961 0.017 0.022 0.0 0.0 
37.9485 0.130393 10666.1 10459.7 6.87 12039.643 1331 -107.62 -116.23 -203.4 0.0 0.0 -21.27 -42.54 0.0 0.0 -19.83 0.0 0.0 0.0 0.0 0.0 75.48 15.56 1.37 11.4 56.6 1.04 163.549 -1.199 0.968 0.007 0.025 0.0 0.0 
0.553021 0.336667 43.7561 40.6262 4.44 56441.071 2493 -10.49 -10.18 -6.29 -9.55 -9.97 -69.68 -56.44 -115.67 -99.64 -36.49 -9.49 -23.72 -109.92 -14.29 -48.02 20.3 12.5 1.47 40.33 26.4 1.09 15.017 1.262 0.928 0.025 0.014 0.018 0.015 
0.560439 0.338903 3.13008 2.9842 3.4 13863.392 684 -11.96 -19.02 -10.29 -6.46 -1.55 -54.93 -104.92 -28.56 -65.92 -109.39 -94.08 -191.43 -83.28 -32.48 -89.76 24.34 14.17 1.09 28.4 67.8 1.07 4.829 0.734 0.951 0.017 0.006 0.021 0.005 
1.00195 0.33491 5.91068e+10 5.91068e+10 7.93 0 0 -34.24 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 75.72 13.41 1.14 0.0 0.0 0.0 845.833 -0.16 1.0 0.0 0.0 0.0 0.0 
0.396057 0.336065 58.7575 57.2336 3.85 8456.4622 542 -14.44 -6.64 -22.38 0.0 0.0 -47.45 -59.31 0.0 0.0 -95.43 0.0 0.0 0.0 0.0 0.0 61.33 15.56 1.37 21.3 75.2 1.04 18.513 0.977 0.971 0.011 0.018 0.0 0.0 
20.7292 0.104934 4229.79 4076.75 6.1 39237.016 1665 -104.57 -127.58 -99.34 0.0 0.0 -109.35 -218.7 0.0 0.0 -72.56 0.0 0.0 0.0 0.0 0.0 71.86 15.04 1.19 34.3 38.7 1.06 12.648 -0.749 0.963 0.021 0.016 0.0 0.0 
1.58272 0.0632966 981.132 919.535 7.65 18522.363 778 -17.18 -10.65 -22.68 -29.89 -26.97 -59.42 -84.38 -51.7 -49.32 -105.34 -93.75 -115.87 -33.77 -42.89 -81.46 22.39 13.53 1.66 34.8 65.9 1.02 210.739 0.179 0.927 0.015 0.025 0.02 0.013 
12.0943 0.200918 9.78649e+09 9.68382e+09 7.72 31814.177 841 -76.44 -48.16 -149.06 -130.71 0.0 -93.37 -99.91 -105.51 0.0 -68.81 -63.99 0.0 -95.54 0.0 0.0 76.49 12.46 1.57 57.7 66.4 1.06 493.208 -0.858 0.955 0.023 0.008 0.014 0.0 
1.02686 0.342784 761.38 726.137 6.83 58683.457 2217 -19.08 -6.49 -5.91 -36.25 -23.66 -36.94 -11.08 -62.43 -5.91 -22.37 -2.68 -24.61 -53.36 -102.45 -117.14 52.78 15.14 1.32 39.67 32.9 1.01 391.785 1.004 0.95 0.007 0.019 0.004 0.02 
16.8134 0.116167 226.736 226.736 6.57 0 0 -73.2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 43.25 13.6 1.19 0.0 0.0 0.0 22.754 -0.623 1.0 0.0 0.0 0.0 0.0 
0.144971 0.290111 915.015 898.66 6.31 24657.638 914 -28.82 -24.5 -15.27 0.0 0.0 -48.91 -41.08 0.0 0.0 -45.82 0.0 0.0 0.0 0.0 0.0 33.95 13.74 1.66 40.6 78.0 1.05 114.261 -0.514 0.981 0.012 0.007 0.0 0.0 
5.96191 0.158911 1887.53 1807.73 6.1 35505.023 1143 -45.4 -28.15 -34.96 -18.16 -20.88 -55.85 -24.02 -69.81 -97.74 -119.54 -227.13 -233.1 -106.52 -154.45 -53.46 59.93 13.53 1.38 47.5 71.4 1.05 165.35 -0.415 0.951 0.001 0.024 0.012 0.012 
0.530434 0.336624 134.809 130.012 3.86 15715.292 503 -12.48 -8.74 -5.24 0.0 0.0 -40.36 -69.42 0.0 0.0 -69.3 0.0 0.0 0.0 0.0 0.0 23.91 14.86 1.64 48.2 82.6 1.09 7.95 0.786 0.96 0.023 0.017 0.0 0.0 
1.61995 0.341678 61.3505 59.8148 4.43 31279.487 860 -10.34 -4.96 -6.1 0.0 0.0 -101.23 -172.09 0.0 0.0 -18.55 0.0 0.0 0.0 0.0 0.0 47.21 13.49 1.29 57.6 32.2 1.1 39.686 1.473 0.975 0.023 0.002 0.0 0.0 
20.4568 0.116748 597.483 580.639 7 47644.005 1689 -79.62 -121.02 -104.3 -42.99 0.0 -42.15 -16.02 -50.58 0.0 -33.16 -64.66 0.0 -114.97 0.0 0.0 43.76 15.84 1.22 44.9 31.9 1.07 39.838 -0.794 0.969 0.015 0.011 0.005 0.0 
14.9249 0.230545 9.58774e+09 9.56801e+09 7.65 6549.1633 172 -84.09 -130.34 -8.41 0.0 0.0 -94.41 -152.94 0.0 0.0 -52.6 0.0 0.0 0.0 0.0 0.0 66.48 14.37 1.66 59.1 97.5 1.06 314.655 -1.282 0.997 0.002 0.001 0.0 0.0 
16.3919 0.0840411 986.66 986.66 6.23 0 0 -78.15 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 59.46 14.16 1.23 0.0 0.0 0.0 66.827 -0.587 1.0 0.0 0.0 0.0 0.0 
23.0243 0.157069 3.84386e+07 3.76593e+07 7.92 24207.403 1036 -92.44 -181.18 -48.07 -124.79 0.0 -86.3 -115.64 -155.34 0.0 -75.25 -34.62 0.0 -86.77 0.0 0.0 48.74 13.99 1.26 33.2 79.9 1.01 138.416 -0.95 0.97 0.013 0.007 0.01 0.0 
16.5152 0.158552 2151.62 2069.22 7.86 61782.608 2768 -72.67 -93.02 -110.46 -73.4 0.0 -84.85 -160.37 -33.09 0.0 -65.9 -44.81 0.0 -18.84 0.0 0.0 44.59 14.66 1.15 30.93 65.9 1.06 221.66 -0.648 0.955 0.008 0.021 0.016 0.0 
5.24256 0.100194 107.185 103.983 6.68 51488.447 1611 -34.49 -34.15 -21.73 -13.45 0.0 -15.56 -17.89 -10.27 0.0 -41.29 -67.72 0.0 -29.52 0.0 0.0 29.35 15.23 1.12 49.3 67.1 1.09 99.819 -0.285 0.964 0.005 0.017 0.014 0.0 
14.2967 0.127583 3.03385e+06 3.01329e+06 5.79 4561.04 297 -80.28 -16.06 0.0 0.0 0.0 -41.64 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 77.53 14.63 1.43 21.1 80.4 1.07 76.45 -0.673 0.993 0.007 0.0 0.0 0.0 
6.44303 0.305833 3414.18 3336.3 5.56 17102.539 891 -55.25 -54.7 -12.16 -96.69 -46.96 -106.55 -153.43 -160.89 -159.82 -24.84 -11.43 -7.7 -27.09 -10.02 -48.2 68.21 13.7 1.37 30.17 50.2 1.01 77.075 -0.403 0.973 0.006 0.01 0.001 0.01 
2.54688 0.362787 861.409 837.937 6.81 29899.089 1007 -13.45 -21.65 -13.05 -26.23 -12.91 -100.17 -22.04 -102.17 -191.32 -66.75 -46.06 -32.04 -85.94 -69.61 -24.51 20.03 12.07 1.67 45.1 97.9 1.0 124.138 1.031 0.969 0.009 0.003 0.003 0.016 
0.875485 0.368053 1216.89 1214.66 5.09 2951.4953 79 -30.12 -24.4 0.0 0.0 0.0 -43.52 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 58.76 13.34 1.53 59.4 76.6 1.04 60.106 -0.215 0.998 0.002 0.0 0.0 0.0 
4.92107 -0.0740534 767.536 767.536 5.4 0 0 -42.41 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 42.04 14.36 1.49 0.0 0.0 0.0 15.991 -0.473 1.0 0.0 0.0 0.0 0.0 
19.0987 0.0526418 460.208 448.953 6.41 12785.772 1142 -86.08 -162.69 -11.19 0.0 0.0 -109.48 -194.87 0.0 0.0 -53.99 0.0 0.0 0.0 0.0 0.0 58.11 12.17 1.1 14.5 38.8 1.09 59.093 -0.582 0.969 0.008 0.023 0.0 0.0 
0.500139 0.337267 2.62613e+10 2.61463e+10 7.91 28603.561 2218 -22.82 -17.12 -26.01 -27.16 0.0 -77.68 -90.89 -100.98 0.0 -112.9 -93.71 0.0 -60.83 0.0 0.0 72.49 14.41 1.23 15.7 61.6 1.04 867.197 0.785 0.953 0.011 0.015 0.021 0.0 
3.71985 0.0141419 298.403 291.804 5.21 4982.0298 355 -41.2 -34.61 -42.85 -40.79 0.0 -72.7 -80.7 -14.54 0.0 -78.84 -70.96 0.0 -45.42 0.0 0.0 61.29 14.54 1.02 19.0 96.3 1.06 48.282 -0.164 0.971 0.013 0.007 0.009 0.0 
0.465789 0.192303 1017.66 1014.52 6.85 805.17431 52 -31.26 -22.19 -46.89 0.0 0.0 -26.72 -34.47 0.0 0.0 -29.57 0.0 0.0 0.0 0.0 0.0 40.74 15.54 1.47 21.6 35.8 1.04 234.291 -0.404 0.985 0.014 0.001 0.0 0.0 
