Sigma Ratio Sc_solvent Sc_all Rho Emol nbonds A11 A12 A13 A14 A15 A22 A23 A24 A25 A33 A34 A35 A44 A45 A55 B Gamma rD kB Fsrp Rsrp Press1 Press2 Comp1 Comp2 Comp3 Comp4 Comp5
42.408 0.249559 7.08705e+06 6.74479e+06 5.86 58274.941 2161 -110.74 -135.1 -201.55 -203.76 -130.67 -36.68 -56.49 -40.35 -59.05 -102.38 -99.31 -175.07 -44.55 -100.24 -21.38 15.47 15.47 1.43 42.03 59.9 1.04 -13.514 -3.629 0.95 0.016 0.017 0.009 0.008 
35.5169 0.118563 998.311 984.681 5.97 8379.9665 467 -74.0 -44.4 -170.94 -13.32 0.0 -59.39 -68.3 -69.49 0.0 -18.23 -30.26 0.0 -69.14 0.0 0.0 21.81 14.66 1.28 24.6 90.0 1.05 -4.341 -1.289 0.977 0.002 0.011 0.01 0.0 
3.80466 0.271504 3117.05 3084.42 5.2 2350.8894 119 -49.2 -59.04 -61.5 -37.39 0.0 -19.78 -46.88 -43.12 0.0 -115.83 -147.1 0.0 -39.05 0.0 0.0 62.48 13.66 1.61 28.1 34.1 1.09 27.791 -0.538 0.977 0.008 0.012 0.003 0.0 
19.6497 0.127037 1656.46 1636.96 5.48 13944.691 629 -78.26 -28.17 0.0 0.0 0.0 -71.37 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.96 14.17 1.59 32.3 25.9 1.08 -7.007 -1.013 0.985 0.015 0.0 0.0 0.0 
1.91014 0.267014 45.6386 44.1813 3.49 10300.312 518 -26.17 -13.08 -3.4 -20.67 0.0 -26.22 -22.29 -13.9 0.0 -49.82 -66.26 0.0 -93.79 0.0 0.0 41.45 14.59 1.35 28.2 62.3 1.1 -0.524 -0.075 0.962 0.007 0.012 0.019 0.0 
25.9006 0.0946455 970.851 944.707 5.33 29595.63 1304 -101.54 -17.26 -44.68 0.0 0.0 -46.86 -36.08 0.0 0.0 -28.4 0.0 0.0 0.0 0.0 0.0 52.86 15.6 1.18 33.3 90.1 1.09 -5.525 -0.813 0.968 0.013 0.019 0.0 0.0 
16.3169 0.187522 102619 102136 4.99 4010.6629 204 -93.6 -65.52 0.0 0.0 0.0 -88.4 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 28.51 14.73 1.34 27.8 84.4 1.02 -2.584 -0.889 0.994 0.006 0.0 0.0 0.0 
10.0019 0.0631529 1117.1 1117.1 6.68 0 0 -62.63 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.65 15.65 1.31 0.0 0.0 0.0 201.332 -0.559 1.0 0.0 0.0 0.0 0.0 
25.3222 0.139121 423.924 410.27 6.6 11316.033 410 -79.94 -37.57 -111.92 -160.68 -167.07 -69.57 -170.45 -115.49 -123.14 -14.26 -28.09 -8.56 -19.57 -3.72 -38.55 33.69 13.25 1.19 41.7 73.1 1.08 -8.72 -0.921 0.96 0.018 0.014 0.002 0.006 
6.10838 0.0998618 2181.31 2064.22 4.05 42998.925 1804 -62.51 -16.25 -97.52 -119.39 -15.63 -42.12 -45.91 -50.12 -51.81 -64.55 -25.82 -118.77 -17.86 -28.58 -53.58 77.79 12.23 1.05 37.53 92.6 1.09 -2.049 -0.233 0.936 0.004 0.024 0.018 0.018 
17.4608 0.172875 8.25235e+06 8.05858e+06 6.94 31079.548 1141 -85.04 -140.32 -198.99 -153.92 -34.87 -97.52 -28.28 -78.99 -229.17 -48.46 -35.86 -20.84 -108.99 -20.71 -72.91 28.1 13.81 1.15 40.43 72.0 1.02 -6.046 -0.843 0.976 0.004 0.004 0.008 0.008 
11.443 0.284185 2165.35 2129.82 4.95 24393.094 675 -60.65 -44.88 -147.38 0.0 0.0 -101.57 -103.6 0.0 0.0 -79.45 0.0 0.0 0.0 0.0 0.0 16.11 14.54 1.69 56.8 70.0 1.07 -6.757 -1.814 0.981 0.003 0.016 0.0 0.0 
5.63798 0.159409 4826.52 4826.52 7.62 0 0 -54.28 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 71.38 12.44 1.18 0.0 0.0 0.0 652.305 -0.337 1.0 0.0 0.0 0.0 0.0 
0.373415 0.336059 610.7 597.424 5.2 20062.869 838 -17.21 -40.27 0.0 0.0 0.0 -116.39 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.96 14.67 1.19 34.7 70.0 1.08 126.182 1.113 0.978 0.022 0.0 0.0 0.0 
8.14584 0.218619 13777.6 13408.7 7.2 42202.408 1561 -66.72 -70.06 -23.35 0.0 0.0 -90.92 -67.28 0.0 0.0 -81.58 0.0 0.0 0.0 0.0 0.0 61.98 12.15 1.7 40.4 44.8 1.05 344.692 -0.946 0.972 0.01 0.018 0.0 0.0 
4.48385 0.485242 56.8841 56.8841 5.23 0 0 -27.96 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 24.32 12.28 1.34 0.0 0.0 0.0 3.223 -0.24 1.0 0.0 0.0 0.0 0.0 
2.62752 0.20407 106.521 102.964 4.19 28817.259 1234 -32.16 -36.02 -9.97 -44.7 0.0 -26.65 -14.39 -11.99 0.0 -30.39 -66.86 0.0 -39.5 0.0 0.0 29.48 15.68 1.3 34.93 90.1 1.02 -1.254 -0.24 0.962 0.003 0.015 0.02 0.0 
2.62683 0.39919 587.859 572.132 7.17 21836.718 886 -24.48 -54.35 -10.04 -18.85 0.0 -113.87 -261.9 -236.85 0.0 -92.08 -229.28 0.0 -55.05 0.0 0.0 20.07 14.31 1.61 36.0 43.8 1.1 102.086 -0.63 0.97 0.002 0.011 0.017 0.0 
19.3427 0.0801567 1736.14 1722.39 4.62 8837.0888 283 -99.42 -170.01 -51.7 0.0 0.0 -92.8 -38.05 0.0 0.0 -96.03 0.0 0.0 0.0 0.0 0.0 72.79 12.69 1.16 48.0 87.6 1.03 -4.625 -0.614 0.967 0.025 0.008 0.0 0.0 
19.4059 0.0453901 2055.37 2010.3 5.5 16898.939 986 -102.49 -125.04 -62.52 -133.24 0.0 -54.88 -44.45 -84.52 0.0 -87.71 -11.4 0.0 -44.7 0.0 0.0 72.62 15.38 1.0 23.8 94.4 1.05 -8.452 -0.597 0.961 0.016 0.015 0.008 0.0 
12.9043 0.0915432 169.738 169.738 6.31 0 0 -63.45 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 41.71 13.92 1.13 0.0 0.0 0.0 24.648 -0.479 1.0 0.0 0.0 0.0 0.0 
12.0734 0.107678 3789.92 3700.35 3.11 16413.096 1090 -81.75 -140.61 -14.72 -60.5 0.0 -54.83 -122.27 -81.7 0.0 -52.13 -35.97 0.0 -10.94 0.0 0.0 75.15 14.23 1.42 19.13 29.5 1.08 -1.487 -0.464 0.955 0.017 0.009 0.019 0.0 
6.8284 0.0316096 1656.16 1650.3 7.34 5292.978 222 -53.52 -110.25 0.0 0.0 0.0 -70.85 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 64.13 13.55 1.22 35.1 77.5 1.02 473.294 -0.379 0.996 0.004 0.0 0.0 0.0 
6.95196 -0.146785 39.6445 39.6445 3.18 0 0 -48.73 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.19 12.48 1.04 0.0 0.0 0.0 -0.626 -0.211 1.0 0.0 0.0 0.0 0.0 
8.71403 0.00469998 1283.8 1208.61 4.31 66235.035 1879 -61.82 -50.69 -9.89 -134.77 -136.0 -60.67 -120.73 -88.58 -41.86 -17.97 -36.48 -24.98 -74.88 -84.61 -85.69 44.95 12.09 1.28 54.73 26.0 1.07 -2.58 -0.352 0.936 0.008 0.023 0.011 0.022 
22.8524 0.0577124 185.522 181.177 4.36 30207.793 948 -87.53 -147.05 -152.3 0.0 0.0 -85.62 -58.22 0.0 0.0 -51.14 0.0 0.0 0.0 0.0 0.0 48.31 15.78 1.04 49.3 66.8 1.08 -1.889 -0.619 0.972 0.023 0.005 0.0 0.0 
10.7341 0.0706577 19482.2 19252.1 5.56 15386.22 640 -55.82 -73.12 0.0 0.0 0.0 -78.04 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 77.77 12.19 1.62 35.4 58.3 1.03 103.741 -0.54 0.985 0.015 0.0 0.0 0.0 
0.950024 0.388116 31.8668 31.0822 3.29 9951.4314 307 -17.88 -32.18 -18.06 -5.19 0.0 -38.62 -88.44 -94.23 0.0 -88.68 -165.83 0.0 -47.6 0.0 0.0 12.37 12.36 1.55 50.0 71.7 1.06 -0.618 -0.136 0.952 0.015 0.021 0.012 0.0 
31.5136 0.153013 13244.2 13244.2 5.28 0 0 -118.85 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 70.17 13.74 1.64 0.0 0.0 0.0 -10.311 -1.31 1.0 0.0 0.0 0.0 0.0 
1.02596 0.66606 121.123 116.292 3.68 7987.9697 570 -25.92 -17.37 -14.0 0.0 0.0 -74.56 -159.56 0.0 0.0 -48.32 0.0 0.0 0.0 0.0 0.0 79.04 12.95 1.44 18.9 76.5 1.0 5.337 0.14 0.955 0.025 0.02 0.0 0.0 
20.1066 0.164452 1.58167e+06 1.56456e+06 4 13965.992 585 -115.89 -98.51 0.0 0.0 0.0 -97.77 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 31.87 14.3 1.35 34.9 46.6 1.01 -3.148 -0.88 0.981 0.019 0.0 0.0 0.0 
3.85933 -0.562304 5596.86 5566.97 6.55 9663.2893 306 -35.21 -23.94 0.0 0.0 0.0 -119.51 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 73.03 15.44 1.44 48.6 34.3 1.07 410.518 -0.332 0.994 0.006 0.0 0.0 0.0 
34.9913 0.18366 5.57709e+07 5.57709e+07 6.49 0 0 -118.61 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 25.47 13.44 1.31 0.0 0.0 0.0 -13.207 -1.693 1.0 0.0 0.0 0.0 0.0 
8.245 0.00151142 222.592 222.374 3.63 495.08625 28 -48.37 -115.6 0.0 0.0 0.0 -38.08 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 45.38 12.56 1.29 24.8 78.3 1.09 -1.332 -0.281 0.999 0.001 0.0 0.0 0.0 
5.75124 0.202863 2620.14 2598.76 3.57 6046.2021 359 -53.51 -27.83 0.0 0.0 0.0 -64.67 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 73.34 15.64 1.58 23.4 76.9 1.04 -2.056 -0.44 0.986 0.014 0.0 0.0 0.0 
16.7632 0.167847 52040.3 52403 4.16 37206.047 1396 -103.33 -128.13 -156.03 -164.29 -22.73 -71.46 -126.48 -117.19 -165.79 -57.36 -32.12 -63.67 -23.37 -24.07 -55.68 20.42 13.02 1.18 40.38 53.4 1.0 -2.708 -0.783 0.951 0.009 0.002 0.025 0.013 
5.12982 0.226245 666.125 666.125 3.29 0 0 -52.16 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 74.08 14.68 1.35 0.0 0.0 0.0 -1.487 -0.276 1.0 0.0 0.0 0.0 0.0 
17.5092 0.108072 3975.84 3835.1 5.39 24516.499 927 -94.24 -103.66 -87.64 -67.85 -134.76 -51.91 -70.6 -107.97 -59.7 -20.43 -19.61 -30.03 -60.44 -35.66 -86.97 67.98 13.09 1.23 39.6 31.9 1.02 -7.79 -0.648 0.922 0.021 0.019 0.016 0.022 
3.87939 0.118275 406.841 406.841 3.37 0 0 -56.51 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 22.93 13.13 1.62 0.0 0.0 0.0 -2.47 -0.561 1.0 0.0 0.0 0.0 0.0 
9.00718 -0.0238958 200.304 194.085 5.07 21600.115 705 -54.08 -76.79 -22.17 -49.75 0.0 -100.09 -166.15 -215.19 0.0 -56.43 -120.76 0.0 -54.74 0.0 0.0 42.98 13.06 1.02 47.2 65.7 1.06 -3.555 -0.304 0.964 0.002 0.016 0.018 0.0 
32.0499 0.0910673 17.8087 17.6856 4.57 7116.7091 279 -93.74 -133.11 0.0 0.0 0.0 -73.44 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 38.91 12.46 1.26 37.9 48.2 1.05 -1.463 -1.013 0.992 0.008 0.0 0.0 0.0 
21.9588 0.115238 2808.82 2807.59 5.96 1723.0662 92 -104.51 -201.7 -74.2 -116.01 0.0 -20.98 -25.6 -28.95 0.0 -79.97 -187.93 0.0 -48.83 0.0 0.0 66.89 12.06 1.27 26.2 99.4 1.04 -12.801 -0.793 0.983 0.015 0.001 0.001 0.0 
16.0526 0.0812203 618.805 607.674 3.54 18256.715 609 -79.03 -165.17 0.0 0.0 0.0 -23.28 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 59.25 13.8 1.22 45.8 83.9 1.09 -1.624 -0.486 0.978 0.022 0.0 0.0 0.0 
22.0648 0.13688 3877.22 3781.22 5.49 7072.0044 514 -86.37 -194.33 -203.83 -209.02 0.0 -64.71 -29.12 -68.59 0.0 -62.62 -112.09 0.0 -114.89 0.0 0.0 43.28 12.17 1.45 18.1 34.5 1.06 -5.807 -0.957 0.959 0.016 0.013 0.012 0.0 
11.4367 0.0367346 187.181 185.959 5.01 8783.7931 273 -52.22 -76.24 0.0 0.0 0.0 -107.84 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 37.65 15.51 1.14 49.7 62.0 1.02 -3.472 -0.37 0.993 0.007 0.0 0.0 0.0 
5.51533 0.229367 2263.93 2137.91 5.39 40449.816 2374 -50.51 -20.71 -112.64 -114.15 0.0 -101.05 -185.93 -119.24 0.0 -98.0 -98.98 0.0 -106.0 0.0 0.0 48.61 13.93 1.5 22.1 76.4 1.08 2.974 -0.379 0.943 0.024 0.011 0.022 0.0 
4.41693 -0.507171 7085.74 6889.69 7.54 48332.14 1625 -37.43 -86.09 -61.76 -9.36 0.0 -105.21 -87.32 -29.46 0.0 -77.09 -90.2 0.0 -49.94 0.0 0.0 71.95 12.65 1.3 45.3 32.6 1.07 723.815 -0.265 0.964 0.008 0.018 0.01 0.0 
5.78163 0.172992 109.13 107.658 6.82 3987.8507 404 -38.55 -65.92 -41.25 0.0 0.0 -79.04 -149.39 0.0 0.0 -29.75 0.0 0.0 0.0 0.0 0.0 21.08 13.47 1.27 12.6 30.9 1.01 14.924 -0.485 0.974 0.018 0.008 0.0 0.0 
1.51238 0.119782 272.553 268.025 5.87 23923.362 869 -32.62 -69.81 0.0 0.0 0.0 -18.82 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 51.36 15.68 1.06 41.6 88.6 1.02 128.009 -0.135 0.981 0.019 0.0 0.0 0.0 
44.988 0.141266 852.619 848.467 7.27 7174.9137 281 -72.19 -38.98 0.0 0.0 0.0 -78.88 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 16.63 14.67 1.3 37.9 56.6 1.02 -8.05 -1.782 0.995 0.005 0.0 0.0 0.0 
20.792 0.158291 250.361 247.595 4.68 12799.635 445 -52.94 -64.06 0.0 0.0 0.0 -11.01 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 20.55 12.94 1.56 43.7 48.6 1.03 -2.792 -0.916 0.987 0.013 0.0 0.0 0.0 
5.41194 0.277291 2100.27 2060.39 4.86 10201.664 645 -52.43 -32.51 -73.93 -117.97 -66.06 -12.94 -4.14 -19.41 -23.29 -110.15 -178.44 -118.96 -52.94 -104.29 -39.22 47.87 13.67 1.64 21.7 91.2 1.02 -3.87 -0.624 0.951 0.02 0.011 0.007 0.011 
2.41723 0.294354 2.89762e+06 2.89762e+06 4.46 0 0 -117.4 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 10.24 13.19 1.16 0.0 0.0 0.0 -6.835 -0.665 1.0 0.0 0.0 0.0 0.0 
8.99082 0.107725 195.164 187.97 4.58 13660.804 704 -49.72 -19.89 -96.95 0.0 0.0 -69.53 -140.45 0.0 0.0 -43.49 0.0 0.0 0.0 0.0 0.0 36.49 15.06 1.17 27.7 55.7 1.04 -2.264 -0.349 0.959 0.02 0.021 0.0 0.0 
15.4161 0.206891 1062.51 1061.56 7.4 545.97168 55 -57.33 -36.69 0.0 0.0 0.0 -74.67 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 29.51 14.49 1.58 12.2 60.5 1.03 56.514 -1.195 0.999 0.001 0.0 0.0 0.0 
1.80493 0.495114 767.218 753.698 7.26 31636.157 1016 -18.56 -42.5 -20.04 -13.55 0.0 -115.06 -186.4 -265.79 0.0 -103.23 -109.42 0.0 -90.65 0.0 0.0 30.05 13.44 1.59 44.43 75.5 1.01 254.828 0.353 0.982 0.002 0.001 0.015 0.0 
2.95028 -0.546304 350.507 348.834 6.43 4565.9341 198 -25.53 -29.36 -32.42 -8.42 0.0 -40.45 -67.15 -74.83 0.0 -55.29 -53.63 0.0 -55.2 0.0 0.0 27.4 14.1 1.53 33.8 98.5 1.1 95.448 -0.38 0.982 0.014 0.002 0.002 0.0 
2.78492 -0.102839 409.826 392.783 5.7 42292.874 1737 -27.33 -38.54 -25.42 -20.77 -34.71 -58.47 -30.99 -115.19 -78.93 -89.11 -155.05 -187.13 -26.51 -48.25 -90.98 36.64 14.13 1.37 32.83 81.5 1.06 65.748 -0.207 0.955 0.006 0.009 0.012 0.018 
9.17019 -0.133934 410.15 403.989 4.67 511.22438 35 -50.48 -36.35 -121.66 -55.53 0.0 -104.09 -161.34 -59.33 0.0 -39.06 -54.29 0.0 -30.16 0.0 0.0 43.11 12.67 1.3 19.6 98.9 1.07 -2.978 -0.366 0.98 0.01 0.009 0.001 0.0 
6.63652 0.305517 4490.41 4473.26 7.06 1826.6914 156 -62.21 -109.49 -128.77 -32.97 -22.4 -96.88 -171.48 -71.69 -163.73 -109.13 -192.07 -101.49 -22.76 -48.25 -51.44 68.34 14.89 1.44 15.3 38.6 1.01 392.113 -0.647 0.991 0.004 0.001 0.001 0.003 
8.26086 0.361806 340.12 329.783 5.94 17529.296 689 -31.12 -68.46 -3.11 -17.43 0.0 -35.96 -77.31 -4.67 0.0 -22.65 -34.65 0.0 -83.95 0.0 0.0 20.68 14.11 1.57 37.8 28.5 1.08 6.153 -0.624 0.961 0.006 0.018 0.015 0.0 
0.0148972 0.332749 868.699 850.694 7.73 46638.031 1253 -18.79 -14.66 0.0 0.0 0.0 -77.37 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 48.61 14.37 1.23 58.8 38.0 1.1 600.474 1.245 0.979 0.021 0.0 0.0 0.0 
0.627343 0.339883 1410.55 1410.55 5.7 0 0 -18.08 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 47.02 13.38 1.59 0.0 0.0 0.0 138.243 0.82 1.0 0.0 0.0 0.0 0.0 
1.61495 0.351532 12.7774 12.2664 3.72 23547.775 717 -14.1 -19.88 -10.29 -28.48 0.0 -90.33 -14.45 -109.3 0.0 -86.59 -148.07 0.0 -35.65 0.0 0.0 27.51 14.06 1.33 50.7 74.8 1.05 5.655 0.637 0.956 0.019 0.006 0.019 0.0 
8.89712 0.182066 1788.17 1788.17 4.41 0 0 -61.69 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 62.26 13.58 1.43 0.0 0.0 0.0 -3.55 -0.457 1.0 0.0 0.0 0.0 0.0 
28.0225 0.147819 1459.87 1459.87 5.72 0 0 -77.66 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 31.93 14.66 1.43 0.0 0.0 0.0 -7.931 -1.122 1.0 0.0 0.0 0.0 0.0 
26.1123 0.168531 3893.47 3893.47 5.12 0 0 -100.94 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 50.78 14.76 1.54 0.0 0.0 0.0 -8.599 -1.21 1.0 0.0 0.0 0.0 0.0 
9.20226 0.169733 161.964 157.078 4.02 19132.349 652 -79.5 -174.9 -108.92 -31.8 -81.89 -25.36 -3.55 -20.54 -38.29 -91.57 -110.8 -136.44 -58.95 -14.15 -90.9 26.28 14.64 1.24 44.8 28.0 1.08 -1.548 -0.509 0.948 0.006 0.025 0.02 0.001 
13.8648 0.230623 2451.2 2378.72 6.58 43480.859 1435 -79.66 -52.58 -124.27 -160.91 -187.2 -89.57 -100.32 -150.48 -146.0 -103.05 -124.69 -109.23 -51.23 -76.33 -70.93 44.13 13.5 1.59 46.5 75.6 1.0 -23.007 -1.147 0.945 0.011 0.015 0.009 0.02 
2.2973 0.418502 66833.9 65774.6 3 26148.407 915 -108.93 -103.48 -267.97 0.0 0.0 -38.28 -21.05 0.0 0.0 -68.39 0.0 0.0 0.0 0.0 0.0 79.11 14.5 1.6 43.2 62.2 1.03 -2.25 -0.358 0.96 0.022 0.018 0.0 0.0 
14.3293 0.200518 1112.95 1112.95 6.8 0 0 -62.73 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 44.32 15.64 1.44 0.0 0.0 0.0 108.374 -0.797 1.0 0.0 0.0 0.0 0.0 
8.21661 0.233448 3717.62 3627.83 6.58 25344.6 1434 -61.19 -102.8 -139.51 -138.9 0.0 -52.34 -130.33 -18.84 0.0 -99.34 -213.58 0.0 -36.99 0.0 0.0 59.05 14.74 1.47 24.73 68.8 1.07 183.173 -0.684 0.97 0.015 0.005 0.01 0.0 
14.1471 0.0903173 2553.08 2539.75 4.97 1020.9989 34 -82.41 -37.08 -100.54 -103.84 0.0 -103.41 -76.52 -190.27 0.0 -11.66 -4.66 0.0 -81.24 0.0 0.0 74.83 13.26 1.14 46.0 78.9 1.02 -5.796 -0.475 0.971 0.004 0.024 0.001 0.0 
96.5389 0.0695062 3.22977e+07 3.6161e+07 6.58 3569.2814 151 -116.04 -147.37 -67.3 -119.52 -148.53 -78.52 -13.35 -171.17 -94.22 -38.83 -65.62 -93.97 -100.85 -21.18 -29.03 29.7 14.56 1.21 34.4 94.0 1.06 -7.736 -2.766 0.986 0.002 0.007 0.002 0.003 
14.4567 0.1091 52.6469 50.8619 5.79 11384.511 1073 -36.79 -39.37 -6.25 -50.77 0.0 -33.45 -46.16 -25.09 0.0 -58.73 -15.86 0.0 -27.05 0.0 0.0 11.47 13.21 1.12 13.6 64.2 1.05 -2.362 -0.551 0.943 0.023 0.01 0.024 0.0 
0.701149 0.57989 1446.86 1426.75 4.88 18744.421 569 -35.96 -22.65 0.0 0.0 0.0 -77.4 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 63.61 14.28 1.48 51.2 98.1 1.06 34.472 -0.294 0.985 0.015 0.0 0.0 0.0 
7.40553 0.218233 2965.43 2951.32 6.76 3265.5135 263 -63.08 -34.06 0.0 0.0 0.0 -65.62 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 69.45 14.79 1.45 15.9 88.1 1.08 318.868 -0.626 0.995 0.005 0.0 0.0 0.0 
28.2045 0.0471891 1486.54 1486.54 4.22 0 0 -117.91 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 71.5 14.21 1.07 0.0 0.0 0.0 -5.223 -0.76 1.0 0.0 0.0 0.0 0.0 
0.0498405 -0.325216 26.8766 26.8766 3.06 0 0 -23.03 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 32.74 15.12 1.45 0.0 0.0 0.0 -0.378 -0.017 1.0 0.0 0.0 0.0 0.0 
0.349471 0.34303 8.58871 8.3003 3.68 25849.36 977 -21.89 -53.63 -33.71 0.0 0.0 -107.72 -206.82 0.0 0.0 -29.96 0.0 0.0 0.0 0.0 0.0 48.7 13.86 1.05 38.7 61.0 1.09 3.191 0.263 0.966 0.019 0.015 0.0 0.0 
1.41533 0.226283 531.006 521.213 5.09 12696.949 802 -36.73 -86.32 0.0 0.0 0.0 -74.99 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 45.46 13.62 1.45 21.8 32.0 1.02 13.372 -0.321 0.977 0.023 0.0 0.0 0.0 
0.0353061 0.333446 686.344 661.197 4.98 18792.165 838 -12.48 -11.11 -19.72 -26.46 -3.87 -78.58 -40.86 -32.22 -26.72 -82.92 -29.85 -65.51 -44.05 -6.61 -94.78 73.09 12.18 1.28 32.3 64.7 1.06 113.98 1.711 0.957 0.02 0.002 0.01 0.011 
20.6453 0.192263 1921.78 1845.36 7.21 21157.536 1177 -83.63 -79.45 -25.09 -77.78 -55.2 -59.72 -117.65 -97.94 -84.21 -18.82 -19.57 -20.33 -79.75 -181.83 -81.56 41.88 13.68 1.49 25.3 26.9 1.01 38.945 -1.171 0.952 0.01 0.01 0.006 0.022 
13.4611 0.229786 13073.9 12899.3 6.66 20778.283 874 -70.34 -149.12 -48.53 -165.3 0.0 -73.57 -119.92 -133.9 0.0 -49.5 -9.4 0.0 -65.22 0.0 0.0 68.26 13.72 1.68 34.9 87.4 1.07 238.096 -0.96 0.974 0.009 0.009 0.008 0.0 
0.156241 0.487289 31.5415 30.9842 3.46 16509.893 503 -25.31 -18.98 0.0 0.0 0.0 -77.98 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 69.69 12.35 1.28 51.1 35.6 1.07 2.25 0.15 0.981 0.019 0.0 0.0 0.0 
7.31411 0.226726 17752.8 17226.6 3.65 8603.0697 450 -82.08 -152.67 -102.6 -193.71 0.0 -115.86 -50.98 -150.62 0.0 -63.11 -11.36 0.0 -20.3 0.0 0.0 23.75 13.1 1.5 27.0 26.3 1.01 -3.029 -0.746 0.961 0.017 0.006 0.016 0.0 
26.5615 0.125852 538657 521937 4.87 28466.396 1653 -112.7 -145.38 -196.1 -127.35 0.0 -49.41 -60.77 -98.33 0.0 -67.07 -34.21 0.0 -66.81 0.0 0.0 31.88 14.94 1.28 25.03 49.0 1.08 -4.423 -1.062 0.956 0.012 0.013 0.019 0.0 
20.1378 0.0799919 1208.55 1183.15 5.01 24694.908 929 -88.91 -122.7 -133.36 -91.58 0.0 -44.18 -49.48 -30.93 0.0 -98.71 -127.34 0.0 -57.82 0.0 0.0 57.98 14.63 1.14 39.8 96.0 1.07 -4.856 -0.617 0.96 0.016 0.012 0.012 0.0 
77.4688 0.0350677 768.42 756.187 5.11 23491.737 640 -107.38 -245.9 0.0 0.0 0.0 -98.23 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 53.93 12.35 1.06 56.8 26.1 1.0 -4.848 -1.931 0.984 0.016 0.0 0.0 0.0 
22.3277 0.153494 8.60062e+06 8.55307e+06 5.04 10623.195 732 -100.52 -240.24 -233.21 0.0 0.0 -108.09 -60.53 0.0 0.0 -86.12 0.0 0.0 0.0 0.0 0.0 69.69 12.67 1.64 19.7 26.4 1.0 -6.935 -1.06 0.965 0.016 0.019 0.0 0.0 
11.3953 0.212499 117.842 113.02 7.21 50144.559 2216 -29.4 -34.69 -18.82 -40.87 0.0 -112.04 -228.56 -80.67 0.0 -96.17 -102.9 0.0 -105.52 0.0 0.0 10.28 14.88 1.25 27.37 63.9 1.09 -4.419 63.992 0.959 0.003 0.013 0.025 0.0 
