Sigma Ratio Sc_solvent Sc_all Rho Emol nbonds A11 A12 A13 A14 A15 A22 A23 A24 A25 A33 A34 A35 A44 A45 A55 B Gamma rD kB Fsrp Rsrp Press1 Press2 Comp1 Comp2 Comp3 Comp4 Comp5
0.0440782 0.370797 297.814 287.256 5.31 0 0 -23.48 -20.9 -17.38 -10.57 0.0 -55.45 -22.73 -32.16 0.0 -50.21 -30.13 0.0 -74.0 0.0 0.0 35.77 14.37 1.52 0.0 0.0 0.0 45.454 -0.132 0.956 0.011 0.021 0.012 0.0 
4.78863 -0.106715 269.043 268.933 3.02 0 0 -67.76 -88.09 0.0 0.0 0.0 -100.57 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 41.78 12.54 1.51 0.0 0.0 0.0 -1.665 -0.32 0.986 0.014 0.0 0.0 0.0 
12.2677 0.114088 100.644 100.644 6.58 0 0 -50.45 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 27.08 13.57 1.19 0.0 0.0 0.0 0.087 -0.497 1.0 0.0 0.0 0.0 0.0 
47.3583 0.17889 8553.25 8399.16 7.58 0 0 -91.02 -72.82 -19.11 0.0 0.0 -84.03 -78.99 0.0 0.0 -55.79 0.0 0.0 0.0 0.0 0.0 22.63 15.19 1.43 0.0 0.0 0.0 -12.003 -2.385 0.975 0.024 0.001 0.0 0.0 
0.79665 0.154452 505.362 505.391 6.53 0 0 -23.03 -29.02 0.0 0.0 0.0 -44.61 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 37.5 13.62 1.45 0.0 0.0 0.0 190.903 -0.096 0.996 0.004 0.0 0.0 0.0 
7.28169 0.204853 331.669 331.669 4.01 0 0 -50.05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 50.56 13.33 1.22 0.0 0.0 0.0 -2.242 -0.277 1.0 0.0 0.0 0.0 0.0 
17.3567 0.120428 787.438 787.438 6.39 0 0 -82.54 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 55.81 14.09 1.2 0.0 0.0 0.0 50.57 -0.634 1.0 0.0 0.0 0.0 0.0 
69.2573 0.0947319 8.3824e+07 8.34896e+07 7.96 0 0 -93.07 -100.52 0.0 0.0 0.0 -84.03 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 22.04 14.92 1.11 0.0 0.0 0.0 -11.985 -2.168 0.985 0.015 0.0 0.0 0.0 
12.0215 -0.0402084 739.791 722.05 6.74 0 0 -61.5 -22.14 -27.06 -23.98 0.0 -36.8 -14.72 -44.53 0.0 -115.03 -24.16 0.0 -89.97 0.0 0.0 55.6 12.79 1.3 0.0 0.0 0.0 204.826 -0.476 0.97 0.005 0.008 0.017 0.0 
98.2173 0.104991 5.98861e+06 6.08802e+06 4.95 0 0 -111.56 -113.79 -79.21 0.0 0.0 -31.97 -35.81 0.0 0.0 -79.4 0.0 0.0 0.0 0.0 0.0 42.66 15.45 1.57 0.0 0.0 0.0 -3.799 -3.268 0.99 0.007 0.003 0.0 0.0 
7.08792 0.112739 173.644 173.644 3.8 0 0 -49.04 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 48.13 13.44 1.17 0.0 0.0 0.0 -1.598 -0.259 1.0 0.0 0.0 0.0 0.0 
15.5381 0.0657845 392.711 386.875 5.07 0 0 -74.75 -53.82 -45.6 -35.88 0.0 -22.08 -25.39 -20.31 0.0 -28.59 -5.72 0.0 -46.4 0.0 0.0 48.46 14.77 1.08 0.0 0.0 0.0 -4.652 -0.486 0.965 0.005 0.019 0.011 0.0 
11.9341 0.187621 3949.3 3951.9 6.51 0 0 -68.69 -70.06 -77.62 0.0 0.0 -61.42 -52.21 0.0 0.0 -33.49 0.0 0.0 0.0 0.0 0.0 61.82 15.54 1.46 0.0 0.0 0.0 171.62 -0.749 0.964 0.025 0.011 0.0 0.0 
16.1245 0.18864 4.90564e+06 5.06987e+06 4.67 18953.831 650 -116.66 -38.5 -151.66 0.0 0.0 -54.69 -47.58 0.0 0.0 -109.53 0.0 0.0 0.0 0.0 0.0 43.27 14.87 1.37 44.0 83.4 1.07 -3.633 -0.837 0.982 0.013 0.005 0.0 0.0 
21.7355 0.214475 619680 1.82222e+06 3.7 35384.961 970 -113.03 -15.82 -99.47 -124.33 0.0 -40.65 -32.52 -52.84 0.0 -96.74 -84.16 0.0 -111.82 0.0 0.0 25.51 12.48 1.63 57.5 72.6 1.08 -3.993 -1.371 0.955 0.011 0.014 0.02 0.0 
5.45139 0.265057 20460.1 20035.7 5.77 11997.48 560 -47.53 -67.97 -48.96 -14.26 0.0 -84.74 -116.09 -16.95 0.0 -54.18 -16.25 0.0 -57.21 0.0 0.0 79.19 15.86 1.63 31.0 32.5 1.06 182.608 -0.62 0.967 0.011 0.009 0.013 0.0 
23.0112 0.117286 520.234 514.034 5.64 9470.6192 572 -78.54 -61.26 0.0 0.0 0.0 -34.72 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 33.07 13.63 1.23 23.0 37.1 1.04 -5.393 -0.789 0.987 0.013 0.0 0.0 0.0 
22.0424 0.158269 1717.87 1711.55 4.04 2684.2993 185 -100.55 -69.38 -120.66 0.0 0.0 -75.26 -69.24 0.0 0.0 -16.55 0.0 0.0 0.0 0.0 0.0 60.2 15.82 1.51 19.7 67.0 1.03 -2.882 -0.955 0.99 0.004 0.006 0.0 0.0 
27.6726 0.255527 2115.85 2007.76 7.24 66345.453 3374 -51.92 -44.13 -15.58 -54.0 -71.65 -47.72 -32.93 -70.63 -10.98 -50.59 -43.0 -21.25 -58.93 -57.75 -91.35 10.55 12.73 1.62 29.35 47.1 1.05 -8.04 -2.58 0.94 0.004 0.008 0.023 0.025 
40.3714 0.175167 2.69636e+06 4.66087e+07 3.95 21718.031 1008 -99.68 -47.85 -125.6 -105.66 -89.71 -11.15 -4.35 -13.16 -13.71 -21.13 -2.96 -28.95 -14.73 -12.82 -24.37 41.58 14.89 1.65 29.53 94.9 1.07 -5.543 -1.87 0.96 0.007 0.012 0.017 0.004 
4.64128 0.273288 4605.13 4570.23 6.66 0 0 -46.06 -23.95 0.0 0.0 0.0 -16.76 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 78.59 14.72 1.33 0.0 0.0 0.0 446.283 -0.31 0.979 0.021 0.0 0.0 0.0 
8.89193 0.201862 559.661 533.932 7.48 0 0 -47.53 -38.02 -26.62 -46.58 -8.56 -34.47 -42.74 -10.0 -8.27 -41.39 -53.39 -6.21 -84.97 -48.43 -88.87 30.61 14.79 1.38 0.0 0.0 0.0 135.674 -0.659 0.945 0.017 0.017 0.008 0.013 
8.25582 -0.168944 890.565 890.565 4.9 0 0 -56.91 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 74.56 15.42 1.18 0.0 0.0 0.0 1.239 -0.308 1.0 0.0 0.0 0.0 0.0 
9.7461 0.0890939 174.454 171.673 4.13 0 0 -51.21 -21.0 -6.15 -10.75 0.0 -89.48 -57.27 -16.11 0.0 -116.09 -94.03 0.0 -109.78 0.0 0.0 37.04 13.69 1.16 0.0 0.0 0.0 -1.667 -0.326 0.957 0.019 0.007 0.017 0.0 
13.1833 0.193112 11998.1 11998.1 5.75 0 0 -84.71 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.93 13.93 1.6 0.0 0.0 0.0 15.006 -0.923 1.0 0.0 0.0 0.0 0.0 
2.90953 0.215005 4408.76 4233.07 5.59 38217.954 1158 -42.93 -20.61 -56.24 -42.07 -26.19 -74.32 -78.78 -22.3 -101.08 -41.12 -24.26 -15.21 -73.13 -67.28 -83.63 72.23 14.36 1.29 51.2 64.0 1.03 132.147 -0.275 0.952 0.012 0.009 0.014 0.013 
18.0558 -0.635899 1494.5 1478.26 7.07 0 0 -95.76 -72.78 -65.12 0.0 0.0 -15.89 -10.49 0.0 0.0 -55.79 0.0 0.0 0.0 0.0 0.0 65.4 15.88 1.16 0.0 0.0 0.0 200.568 -0.702 0.968 0.019 0.013 0.0 0.0 
13.4268 0.0492973 5221.43 5061.05 5.88 46705.619 1791 -81.61 -115.89 -77.53 -64.47 0.0 -57.59 -24.19 -48.38 0.0 -36.82 -53.02 0.0 -56.82 0.0 0.0 69.8 13.68 1.32 39.0 63.4 1.04 49.255 -0.564 0.944 0.017 0.017 0.022 0.0 
3.20856 0.498481 706.007 676.855 4.26 41155.798 1396 -39.78 -41.37 -7.96 -4.77 -38.59 -16.68 -8.51 -12.34 -2.34 -46.16 -52.16 -34.16 -32.8 -31.49 -106.06 75.52 13.38 1.55 45.43 47.2 1.03 2.654 -0.294 0.948 0.01 0.003 0.014 0.025 
7.63239 0.234195 901.609 1184.35 3.85 0 0 -60.13 -30.67 -56.52 0.0 0.0 -16.25 -5.52 0.0 0.0 -16.99 0.0 0.0 0.0 0.0 0.0 78.03 12.88 1.26 0.0 0.0 0.0 -1.865 -0.283 0.981 0.016 0.003 0.0 0.0 
4.25192 0.39866 632.44 621.399 3.06 0 0 -40.34 -5.65 -45.58 -25.41 0.0 -50.1 -41.08 -26.55 0.0 -90.41 -96.74 0.0 -92.88 0.0 0.0 71.31 14.87 1.66 0.0 0.0 0.0 -1.167 -0.305 0.943 0.018 0.016 0.023 0.0 
11.0287 0.11038 1122.82 1122.82 5.48 0 0 -65.24 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 61.91 12.69 1.2 0.0 0.0 0.0 13.995 -0.397 1.0 0.0 0.0 0.0 0.0 
6.24854 0.259363 353.944 345.219 3.83 0 0 -26.33 -18.69 -10.01 -37.13 0.0 -112.98 -66.66 -112.98 0.0 -47.31 -62.45 0.0 -110.37 0.0 0.0 10.24 13.51 1.58 0.0 0.0 0.0 -1.906 -0.643 0.955 0.018 0.02 0.007 0.0 
10.476 0.180609 47.8464 46.4009 7.17 0 0 -30.74 -4.0 -30.13 -5.84 -6.76 -108.65 -146.68 -45.63 -136.9 -64.38 -77.9 -37.34 -23.1 -12.47 -75.1 10.21 12.42 1.16 0.0 0.0 0.0 -4.028 -0.512 0.963 0.005 0.006 0.017 0.009 
3.0805 0.258088 129.558 129.558 4.44 0 0 -35.52 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 51.38 13.82 1.32 0.0 0.0 0.0 -1.352 -0.202 1.0 0.0 0.0 0.0 0.0 
19.1745 0.143705 8196.56 8196.56 4.57 0 0 -101.33 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 70.86 12.98 1.5 0.0 0.0 0.0 -6.722 -0.839 1.0 0.0 0.0 0.0 0.0 
51.9531 0.0950901 489.564 489.564 5.99 0 0 -85.04 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 19.93 12.69 1.24 0.0 0.0 0.0 -4.894 -1.628 1.0 0.0 0.0 0.0 0.0 
10.926 0.201633 221.279 221.097 6.99 0 0 -48.24 -5.31 -62.71 0.0 0.0 -74.42 -61.77 0.0 0.0 -45.51 0.0 0.0 0.0 0.0 0.0 24.54 13.47 1.38 0.0 0.0 0.0 15.5 -0.687 0.995 0.001 0.004 0.0 0.0 
3.46879 0.21794 2369.61 2369.61 5.52 0 0 -41.69 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 76.72 13.16 1.29 0.0 0.0 0.0 136.997 -0.235 1.0 0.0 0.0 0.0 0.0 
5.44202 0.482684 90.1698 90.1698 4.97 0 0 -35.22 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 29.59 15.62 1.25 0.0 0.0 0.0 -2.457 -0.289 1.0 0.0 0.0 0.0 0.0 
21.8952 0.090535 587.139 587.107 5.2 0 0 -78.73 -77.16 0.0 0.0 0.0 -51.16 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 37.36 12.29 1.28 0.0 0.0 0.0 -4.228 -0.742 0.993 0.007 0.0 0.0 0.0 
0.443526 0.0578206 243662 238120 3.04 0 0 -102.12 -72.51 -132.76 -62.29 0.0 -80.45 -87.69 -46.66 0.0 -21.62 -13.62 0.0 -101.77 0.0 0.0 21.73 12.53 1.46 0.0 0.0 0.0 -1.454 -0.494 0.945 0.023 0.025 0.007 0.0 
17.149 0.126569 134.68 132.087 7.46 0 0 -64.31 -93.89 -29.58 0.0 0.0 -36.48 -27.36 0.0 0.0 -92.65 0.0 0.0 0.0 0.0 0.0 29.07 12.92 1.18 0.0 0.0 0.0 10.753 -0.713 0.964 0.016 0.02 0.0 0.0 
6.14804 -0.571226 1660.27 1615.92 6.85 0 0 -55.2 -21.53 -42.5 -11.59 -60.72 -83.73 -25.12 -40.19 -46.05 -117.16 -158.17 -12.89 -12.13 -14.8 -64.92 71.94 13.32 1.18 0.0 0.0 0.0 404.705 -0.328 0.962 0.012 0.005 0.014 0.007 
13.8409 0.13002 114.767 114.767 4.87 0 0 -43.53 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 18.32 14.1 1.25 0.0 0.0 0.0 -2.811 -0.525 1.0 0.0 0.0 0.0 0.0 
31.2544 0.200515 4153.08 4112.76 5.28 0 0 -85.71 -95.14 -43.71 0.0 0.0 -17.05 -4.43 0.0 0.0 -75.78 0.0 0.0 0.0 0.0 0.0 23.05 12.38 1.62 0.0 0.0 0.0 -5.957 -1.804 0.975 0.004 0.021 0.0 0.0 
22.3187 0.13673 3.35723e+07 3.75812e+07 4.04 0 0 -91.27 -24.64 0.0 0.0 0.0 -101.9 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 77.53 13.04 1.58 0.0 0.0 0.0 -4.509 -0.927 0.993 0.007 0.0 0.0 0.0 
8.67854 0.113967 6427.68 6427.68 5.43 0 0 -60.44 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 77.19 12.6 1.33 0.0 0.0 0.0 65.92 -0.401 1.0 0.0 0.0 0.0 0.0 
17.4829 0.0942909 1162.05 1159.83 3.18 0 0 -87.92 -46.6 0.0 0.0 0.0 -99.85 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 63.5 12.48 1.46 0.0 0.0 0.0 -1.81 -0.596 0.984 0.016 0.0 0.0 0.0 
32.0925 0.136443 3.1623e+06 3.08978e+06 4.37 37100.085 1672 -106.86 -98.31 -118.61 -83.35 -26.72 -41.27 -50.35 -34.25 -57.37 -13.8 -16.01 -12.42 -77.95 -33.52 -101.58 33.5 12.46 1.42 33.33 98.1 1.08 -3.298 -1.179 0.948 0.003 0.02 0.021 0.008 
24.1828 0.207314 24463.7 24281.6 7.72 18965.048 542 -101.43 -91.29 -102.44 0.0 0.0 -90.02 -80.12 0.0 0.0 -21.63 0.0 0.0 0.0 0.0 0.0 55.87 13.46 1.57 54.9 74.5 1.07 182.45 -1.414 0.989 0.002 0.009 0.0 0.0 
10.634 0.351824 2121.1 2018.7 6.88 60503.845 2174 -57.45 -50.56 -20.11 -58.02 -76.41 -72.47 -64.5 -57.25 -81.17 -16.49 -21.6 -23.58 -37.11 -12.62 -105.49 45.21 14.51 1.53 42.1 27.6 1.08 153.414 -0.8 0.936 0.008 0.014 0.022 0.02 
2.22856 0.324432 5393.91 5393.91 6.85 0 0 -85.64 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 10.24 12.4 1.49 0.0 0.0 0.0 -14.364 -2.337 1.0 0.0 0.0 0.0 0.0 
2.18397 0.411771 757.959 757.959 4.28 0 0 -39.22 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 49.05 15.74 1.64 0.0 0.0 0.0 -2.564 -0.467 1.0 0.0 0.0 0.0 0.0 
6.95656 0.0883091 612.028 612.028 3.93 0 0 -46.45 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 56.66 13.12 1.52 0.0 0.0 0.0 -1.836 -0.35 1.0 0.0 0.0 0.0 0.0 
37.6462 0.139035 2247.14 2247.14 7.62 0 0 -77.21 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 22.45 14.81 1.3 0.0 0.0 0.0 -12.361 -1.507 1.0 0.0 0.0 0.0 0.0 
0.265087 0.289528 7.6424e+07 7.6424e+07 3.48 0 0 -111.6 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 27.83 13.27 1.05 0.0 0.0 0.0 -6.254 -0.144 1.0 0.0 0.0 0.0 0.0 
15.7581 0.201817 352.379 334.714 7.61 23219.251 2453 -57.77 -18.49 -54.3 -52.57 -63.55 -119.56 -82.5 -78.91 -50.22 -37.03 -43.33 -48.51 -45.06 -62.63 -84.1 20.08 15.3 1.25 12.0 55.1 1.07 -9.383 -0.962 0.947 0.011 0.012 0.024 0.006 
0.916047 0.33793 5557.21 5557.21 6.56 0 0 -18.47 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 71.22 14.69 1.48 0.0 0.0 0.0 473.076 1.482 1.0 0.0 0.0 0.0 0.0 
22.4828 0.208292 389688 521714 5.11 10087.138 461 -117.12 -120.63 -14.05 -99.55 -119.46 -113.35 -30.6 -162.09 -57.81 -95.2 -60.93 -63.78 -63.66 -93.58 -64.2 31.73 13.51 1.53 31.6 90.3 1.03 -4.68 -1.426 0.951 0.011 0.022 0.004 0.012 
12.5758 0.14836 42.4255 40.5918 5.49 11006.647 319 -59.95 -12.59 -70.14 -51.56 -14.39 -79.43 -45.28 -47.66 -96.11 -109.63 -82.22 -157.87 -90.94 -79.12 -22.87 11.88 13.75 1.08 53.8 99.7 1.07 -1.846 -0.603 0.946 0.013 0.016 0.017 0.008 
21.0981 0.0613719 637.99 637.99 4.96 0 0 -78.03 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 38.45 13.96 1.24 0.0 0.0 0.0 -5.82 -0.712 1.0 0.0 0.0 0.0 0.0 
0.98283 0.36388 70.7243 70.7243 3.04 0 0 -25.73 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 77.81 14.24 1.59 0.0 0.0 0.0 0.678 0.189 1.0 0.0 0.0 0.0 0.0 
10.2923 0.124233 335.234 328.42 3.68 6856.247 684 -60.39 -30.8 -19.32 -42.88 0.0 -79.63 -32.65 -117.85 0.0 -95.87 -111.21 0.0 -53.98 0.0 0.0 52.87 13.53 1.28 12.3 98.7 1.0 -1.646 -0.37 0.953 0.023 0.015 0.009 0.0 
1.42785 0.347314 1444.77 1434.23 5.68 879.4323 87 -19.21 -10.37 -20.55 0.0 0.0 -72.74 -105.47 0.0 0.0 -44.17 0.0 0.0 0.0 0.0 0.0 44.43 14.17 1.58 12.9 97.7 1.03 121.861 0.581 0.989 0.009 0.002 0.0 0.0 
18.3536 0.117023 1669.67 1640.7 6.36 25590.069 1095 -88.86 -112.85 0.0 0.0 0.0 -69.58 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 63.35 13.57 1.28 34.3 44.8 1.1 66.665 -0.71 0.978 0.022 0.0 0.0 0.0 
24.9225 0.108697 494265 658186 4.17 6571.4032 622 -107.58 -119.41 -11.83 -89.29 0.0 -35.04 -14.02 -27.68 0.0 -87.31 -35.8 0.0 -91.48 0.0 0.0 19.75 14.45 1.07 13.2 42.6 1.06 -2.936 -0.91 0.962 0.017 0.001 0.02 0.0 
7.52978 0.240415 488.656 488.656 5.36 0 0 -39.84 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 22.05 12.62 1.65 0.0 0.0 0.0 -4.053 -0.739 1.0 0.0 0.0 0.0 0.0 
11.1743 0.212727 2972.25 2965.54 5.53 0 0 -61.72 -10.49 0.0 0.0 0.0 -36.95 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 55.61 14.09 1.63 0.0 0.0 0.0 12.594 -0.756 0.995 0.005 0.0 0.0 0.0 
2.59678 0.0227509 5416.71 5416.71 7.83 0 0 -21.95 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 43.27 15.75 1.68 0.0 0.0 0.0 535.089 0.096 1.0 0.0 0.0 0.0 0.0 
6.43549 0.208511 105.986 122.447 3.54 25506.385 1146 -74.04 -105.88 -16.29 -24.43 0.0 -102.29 -66.49 -115.59 0.0 -13.81 -19.61 0.0 -50.23 0.0 0.0 35.52 12.42 1.38 32.5 79.7 1.07 -1.965 -0.356 0.948 0.007 0.022 0.023 0.0 
3.47084 0.476608 159.24 158.613 4.78 0 0 -34.59 -15.91 0.0 0.0 0.0 -30.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 39.28 12.47 1.43 0.0 0.0 0.0 -0.219 -0.262 0.993 0.007 0.0 0.0 0.0 
5.52111 0.208919 288.411 285.774 4.59 0 0 -50.15 -36.11 -15.55 -12.54 -59.18 -29.95 -35.34 -25.46 -28.15 -117.17 -172.24 -159.35 -32.55 -39.06 -16.91 64.79 15.71 1.14 0.0 0.0 0.0 -3.043 -0.258 0.982 0.004 0.004 0.003 0.007 
1.28922 0.38516 191.346 184.931 3.89 0 0 -27.12 -37.7 -7.86 -34.44 0.0 -100.6 -130.78 -122.73 0.0 -89.64 -50.2 0.0 -74.05 0.0 0.0 22.08 12.32 1.64 0.0 0.0 0.0 -1.397 -0.35 0.96 0.012 0.014 0.014 0.0 
6.7786 0.225712 745.499 745.499 3.62 0 0 -52.43 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 48.65 14.67 1.37 0.0 0.0 0.0 -1.918 -0.366 1.0 0.0 0.0 0.0 0.0 
4.37121 0.272541 216.954 217.709 4.53 0 0 -24.84 -20.12 -8.94 0.0 0.0 -109.63 -106.34 0.0 0.0 -90.52 0.0 0.0 0.0 0.0 0.0 14.06 15.05 1.48 0.0 0.0 0.0 -1.741 -0.43 0.996 0.002 0.002 0.0 0.0 
2.36137 0.265565 119.304 117.804 6.09 0 0 -33.75 -48.94 -37.46 -31.05 0.0 -105.0 -38.85 -77.7 0.0 -44.54 -32.07 0.0 -111.91 0.0 0.0 41.03 15.35 1.04 0.0 0.0 0.0 106.368 -0.167 0.963 0.004 0.021 0.012 0.0 
3.08076 0.175854 469.476 462.22 3.95 0 0 -43.9 -24.58 -57.07 0.0 0.0 -102.56 -44.1 0.0 0.0 -101.64 0.0 0.0 0.0 0.0 0.0 67.48 14.84 1.42 0.0 0.0 0.0 -1.876 -0.284 0.976 0.021 0.003 0.0 0.0 
5.06313 0.176764 47.8225 45.598 3.28 14278.404 703 -63.35 -66.52 -59.55 -68.42 0.0 -89.07 -33.85 -70.37 0.0 -98.59 -118.31 0.0 -32.71 0.0 0.0 23.66 12.66 1.05 28.9 49.0 1.09 -1.776 -0.238 0.95 0.022 0.009 0.019 0.0 
16.1789 0.0889743 286.615 286.836 4.96 0 0 -57.7 -30.58 0.0 0.0 0.0 -54.39 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 29.28 14.82 1.32 0.0 0.0 0.0 -3.128 -0.622 0.999 0.001 0.0 0.0 0.0 
12.3298 0.192792 1283.27 1243.72 6.45 0 0 -66.07 -27.09 -76.64 -42.95 -27.75 -40.02 -26.81 -54.83 -16.81 -101.28 -88.11 -42.54 -75.85 -33.37 -56.51 48.54 13.73 1.41 0.0 0.0 0.0 80.707 -0.678 0.958 0.011 0.013 0.007 0.011 
0.738685 0.459903 3861.82 3855.91 7.43 0 0 -22.18 -25.29 0.0 0.0 0.0 -98.42 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 42.31 15.45 1.67 0.0 0.0 0.0 417.343 -0.013 0.997 0.003 0.0 0.0 0.0 
19.6349 0.0605612 405.696 385.384 7.44 0 0 -73.93 -52.49 -38.44 -31.05 -77.63 -70.76 -94.11 -45.99 -78.54 -89.33 -65.21 -64.32 -30.25 -28.74 -86.05 40.41 13.36 1.1 0.0 0.0 0.0 105.979 -0.623 0.939 0.012 0.023 0.019 0.007 
25.5518 0.104566 1199.19 1198.5 6.11 0 0 -112.26 -12.35 -148.18 0.0 0.0 -23.51 -15.52 0.0 0.0 -88.61 0.0 0.0 0.0 0.0 0.0 64.22 12.45 1.2 0.0 0.0 0.0 -13.149 -0.853 0.995 0.001 0.004 0.0 0.0 
8.49241 0.221679 1310.65 1308.96 3.36 0 0 -65.51 -85.16 0.0 0.0 0.0 -108.54 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 51.22 14.63 1.67 0.0 0.0 0.0 -2.195 -0.671 0.977 0.023 0.0 0.0 0.0 
28.5449 0.114019 584.837 578.504 5.74 0 0 -76.69 -13.04 -64.42 0.0 0.0 -100.84 -46.39 0.0 0.0 -14.79 0.0 0.0 0.0 0.0 0.0 27.64 14.97 1.21 0.0 0.0 0.0 -4.809 -0.976 0.971 0.024 0.005 0.0 0.0 
4.61406 0.119596 167.794 167.794 4.99 0 0 -41.13 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 54.87 13.0 1.03 0.0 0.0 0.0 16.732 -0.167 1.0 0.0 0.0 0.0 0.0 
27.0547 0.0883655 260322 267879 4.03 55873.927 1685 -113.59 -162.43 -38.62 -53.39 -28.4 -42.4 -10.18 -22.47 -5.51 -115.52 -21.95 -86.64 -19.02 -12.93 -58.9 46.97 15.85 1.17 52.17 68.7 1.03 -1.633 -0.862 0.945 0.001 0.023 0.01 0.021 
20.7726 0.10321 1078.33 1171.06 3.82 0 0 -76.61 -19.15 0.0 0.0 0.0 -40.8 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 35.69 13.14 1.5 0.0 0.0 0.0 -2.933 -0.828 0.988 0.012 0.0 0.0 0.0 
1.65189 0.352184 102.11 100.819 3.66 0 0 -17.95 -4.67 0.0 0.0 0.0 -78.34 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.83 15.25 1.57 0.0 0.0 0.0 9.799 0.647 0.983 0.017 0.0 0.0 0.0 
2.7028 0.260535 53.7708 51.493 3.58 25643.667 967 -31.05 -21.11 -42.23 -13.97 -41.61 -98.07 -10.79 -18.63 -57.86 -80.37 -65.9 -24.11 -93.17 -25.16 -41.52 53.55 15.03 1.19 42.37 99.9 1.1 -0.746 -0.098 0.954 0.011 0.015 0.005 0.015 
2.59897 0.705384 906.635 883.74 6.46 0 0 -33.39 -45.41 -37.06 0.0 0.0 -109.04 -99.23 0.0 0.0 -71.34 0.0 0.0 0.0 0.0 0.0 47.31 12.98 1.49 0.0 0.0 0.0 201.372 -0.362 0.967 0.017 0.016 0.0 0.0 
